,,,,,,CO2 (MtCO2) proximity mileage brackets (to top 20),,,,,,,,,,,,
1934Madagascar,Madagascar,Rest,1934,22.64675,0.0073,0.0073,28.8687,0,67.1392,64.7026,1150.4301,183.8618,0,0,1514.2982,18.8916,0,0
1934Malawi,Malawi,Rest,1934,21.35558333,,,28.8687,0,72.932,694.9106,496.3548,201.9363,0,1514.2982,18.8916,0,0,0
1934Malaysia,Malaysia,Rest,1934,25.56283333,1.7331,20.9654,43.6456,75.0661,199.6373,5.7928,113.7636,1033.2407,79.9118,0,1453.278,4.624,0,0
1934Mali,Mali,Rest,1934,27.97158333,,,39.6775,1084.2509,56.9863,0,1734.0875,68.1651,3.0941,19.2323,22.6985,0,0,0
1934Malta,Malta,Rest,1934,18.91241667,,241.0473,882.8811,23.4936,43.6456,254.2859,1522.0163,38.1239,0,22.6985,0,0,0,0
1934Mauritania,Mauritania,Rest,1934,27.143,,,241.0473,882.8811,4.624,52.3623,1752.9791,49.2735,3.0941,19.2323,0,22.6985,0,0
1934Mauritius,Mauritius,Rest,1934,23.19291667,,,0,28.8687,67.1392,96.9971,694.9106,602.4628,4.624,0,79.9118,1434.3864,18.8916,0
1934Mexico,Mexico,Top20,1934,20.87633333,18.8916,18.8916,1434.3864,79.9118,0,4.624,1033.2407,261.0386,58.1604,46.1921,91.7466,0,0,0
1934Moldova,Moldova,Rest,1934,9.723166667,1.9223,501.2559,648.0884,0,269.0628,83.0059,1463.2551,42.7479,0,22.6985,0,0,0,0
1934Mongolia,Mongolia,Rest,1934,-1.313166667,,49.2735,179.2378,67.1392,478.8884,664.2723,102.6103,1434.3864,47.7603,0,4.624,0,0,0
1934Montenegro,Montenegro,Rest,1934,11.23691667,,700.7034,446.7186,0,219.7893,129.1853,1470.9732,38.1239,0,22.6985,0,0,0,0
1934Morocco,Morocco,Rest,1934,17.1125,0.1905,0.1905,1118.1356,5.7928,23.4936,1723.9346,111.8107,3.0941,0,19.2323,0,22.6985,0,0
1934Mozambique,Mozambique,Rest,1934,23.55283333,0.066,0.066,28.8687,0,29.2864,329.9103,905.0007,198.8422,3.0941,0,1533.1898,0,0,0
1934Namibia,Namibia,Rest,1934,20.30075,,28.8687,0,0,0,274.9577,920.7339,91.2043,176.1437,1536.2839,0,0,0,0
1934Nepal,Nepal,Rest,1934,14.77783333,,43.6456,72.7671,204.2629,45.2174,1095.6167,28.8687,79.9118,1434.3864,18.8916,4.624,0,0,0
1934Netherlands,Netherlands,Rest,1934,10.61441667,38.6296,1156.7652,5.7928,23.4936,176.1437,1607.2173,55.4784,0,19.2323,0,22.6985,0,0,0
1934New Zealand,New Zealand,Rest,1934,10.537,3.9864,3.9864,0,22.6985,0,19.2323,0,71.2592,1511.5247,256.0555,23.4936,5.7928,1118.1356,0
1934Nicaragua,Nicaragua,Rest,1934,26.14741667,,,1453.278,4.624,79.9118,0,1033.2407,84.8949,210.8052,26.5877,115.6176,19.2323,0,0
1934Niger,Niger,Rest,1934,27.40275,,,39.6775,1084.2509,52.3623,48.2696,225.4172,1533.1898,22.3264,22.6985,0,0,0,0
1934Nigeria,Nigeria,Rest,1934,26.81158333,0.6998,0.6998,0,684.3547,491.936,48.2696,176.1437,1563.5717,41.218,22.6985,0,0,0,0
1934Niue,Niue,Rest,1934,25.2485,,,0,0,22.6985,0,41.218,1563.5717,224.4133,28.8687,446.7186,700.7034,0,0
1934North Korea,North Korea,Rest,1934,6.406666667,1.4969,4.591,225.4172,19.2323,43.6456,97.2023,1152.83,1453.278,0,28.8687,0,4.624,0,0
1934Norway,Norway,Rest,1934,1.922083333,9.4861,886.5744,246.8401,199.6373,79.9118,1530.3996,18.8916,52.725,0,22.6985,0,0,0,0
1934Oman,Oman,Rest,1934,26.71141667,,23.4936,49.4384,84.8949,1258.6579,51.1951,0,102.6103,1439.0104,18.8916,0,0,0,0
1934Pakistan,Pakistan,Rest,1934,20.37125,,67.1392,0,276.4274,1095.2446,0,51.5672,79.9118,1434.3864,23.5156,0,0,0,0
1934Palau,Palau,Rest,1934,27.09083333,,,19.2323,75.0661,43.6456,176.1437,23.4936,130.922,2536.1733,18.8916,0,0,4.624,0
1934Panama,Panama,Rest,1934,26.23125,,,18.8916,1439.0104,79.9118,0,1072.9182,45.2174,210.8052,26.5877,115.6176,0,19.2323,0
1934Papua New Guinea,Papua New Guinea,Rest,1934,24.62591667,,,22.6985,19.2323,52.3676,43.6456,176.1437,23.4936,133.4649,2552.522,0,4.624,0,0
1934Paraguay,Paraguay,Rest,1934,23.27241667,,4.624,0,0,0,1482.1467,0,1198.0474,5.7928,46.1921,219.7893,19.2323,52.3676,0
1934Peru,Peru,Rest,1934,19.55325,6.7454,6.7454,4.624,18.8916,1434.3864,79.9118,0,1147.0043,5.7928,199.6373,22.6985,96.0132,19.2323,0
1934Philippines,Philippines,Rest,1934,26.04441667,0.0879,0.0879,71.5999,66.3441,176.1437,23.4936,5.7928,1198.0474,28.8687,1453.278,0,0,0,4.624
1934Poland,Poland,Top20,1934,9.158333333,45.2174,1118.1356,5.7928,23.4936,219.7893,129.1853,1466.3492,42.7479,0,22.6985,0,0,0,0
1934Portugal,Portugal,Rest,1934,14.43833333,4.0927,205.4625,916.7658,5.7928,23.4936,1695.0659,140.6794,3.0941,19.2323,0,0,22.6985,0,0
1934Qatar,Qatar,Rest,1934,26.40541667,,23.4936,49.4384,493.5408,850.012,51.1951,0,102.6103,1439.0104,18.8916,0,0,0,0
1934Romania,Romania,Rest,1934,9.71325,31.6606,530.9942,648.0884,0,219.7893,129.1853,1466.3492,42.7479,0,22.6985,0,0,0,0
1934Russia,Russia,Top20,1934,-4.643,176.1437,176.1437,49.2735,3.0941,1191.0676,99.1441,1434.3864,41.5901,28.8687,4.624,0,0,0,0
1934Rwanda,Rwanda,Rest,1934,19.22875,,,0,58.1551,738.5562,423.225,249.2735,3.0941,102.6103,1453.278,0,0,0,0
1934Saint Lucia,Saint Lucia,Rest,1934,26.50133333,,,0,1457.902,79.9118,1072.9182,51.0102,28.8687,199.6373,96.0132,0,0,41.9308,0
1934Samoa,Samoa,Rest,1934,26.48108333,,,0,0,22.6985,0,41.218,1739.7154,48.2696,0,929.4506,246.8401,0,0
1934Saudi Arabia,Saudi Arabia,Top20,1934,25.34583333,,23.4936,5.7928,738.5562,648.6422,51.1951,0,102.6103,1439.0104,18.8916,0,0,0,0
1934Senegal,Senegal,Rest,1934,27.65741667,,,0,1072.9182,84.5029,23.4936,1533.1898,219.7893,49.2735,22.3264,0,22.6985,0,0
1934Serbia,Serbia,Rest,1934,11.06325,3.7222,704.4256,446.7186,0,219.7893,129.1853,1466.3492,42.7479,0,22.6985,0,0,0,0
1934Seychelles,Seychelles,Rest,1934,26.432,,,0,96.0079,5.7928,763.4164,625.1613,0,4.624,79.9118,1434.3864,18.8916,0,0
1934Sierra Leone,Sierra Leone,Rest,1934,25.98516667,,,0,241.0473,916.3738,23.4936,1514.2982,238.6809,49.2735,22.3264,22.6985,0,0,0
1934Singapore,Singapore,Rest,1934,26.24558333,,19.2323,0,118.7117,23.4936,176.1437,79.8789,1072.9182,0,79.9118,1453.278,4.624,0,0
1934Slovakia,Slovakia,Rest,1934,9.040416667,8.4695,703.3801,429.0178,23.4936,219.7893,129.1853,1466.3492,42.7479,0,22.6985,0,0,0,0
1934Slovenia,Slovenia,Rest,1934,10.68141667,1.0228,695.9334,429.0178,23.4936,219.7893,129.1853,1470.9732,38.1239,0,22.6985,0,0,0,0
1934Solomon Islands,Solomon Islands,Rest,1934,26.31783333,,,0,22.6985,22.3264,49.2735,219.7893,98.8034,1457.88,79.8789,1077.5422,0,0,0
1934Somalia,Somalia,Rest,1934,26.63016667,,,23.4936,78.3071,694.9106,667.8745,3.0941,27.3225,79.9118,1434.3864,18.8916,0,0,0
1934South Africa,South Africa,Top20,1934,17.51983333,28.8687,28.8687,0,0,0,33.9104,738.5562,514.4293,176.1437,1437.4805,98.8034,0,0,0
1934South Korea,South Korea,Top20,1934,11.38808333,3.0941,3.0941,49.2735,195.376,43.6456,51.9849,1198.0474,1434.3864,18.8916,28.8687,0,4.624,0,0
1934Spain,Spain,Rest,1934,13.51341667,20.2509,261.2982,877.0883,5.7928,23.4936,1738.7115,97.0338,3.0941,19.2323,0,22.6985,0,0,0
1934Sri Lanka,Sri Lanka,Rest,1934,26.83491667,,43.6456,0,91.9994,185.0306,545.108,624.5948,0,79.9118,0,1439.0104,18.8916,0,0
1934Sudan,Sudan,Rest,1934,27.04616667,,,5.7928,718.4042,495.7393,225.4172,23.8563,3.0941,1536.9967,18.8916,0,0,0,0
1934Suriname,Suriname,Rest,1934,25.87333333,,,4.624,0,1453.278,744.1841,482.732,5.7928,199.6373,43.6456,52.3676,22.6985,19.2323,0
1934Swaziland,Swaziland,Rest,1934,18.9635,,28.8687,0,0,0,112.6095,679.0894,495.197,179.2378,0,1533.1898,0,0,0
1934Sweden,Sweden,Rest,1934,4.525583333,21.7348,898.8231,246.8401,199.6373,172.8309,1437.4805,18.8916,52.725,0,22.6985,0,0,0,0
1934Switzerland,Switzerland,Rest,1934,7.794333333,9.5557,1127.6913,5.7928,23.4936,176.1437,1607.2173,55.4784,19.2323,0,0,22.6985,0,0,0
1934Syria,Syria,Rest,1934,18.00525,0.011,29.2974,493.5408,668.2404,225.4172,31.9628,99.1441,1439.0104,41.5901,0,0,0,0,0
1934Tajikistan,Tajikistan,Rest,1934,2.858833333,0.6698,0.6698,122.2055,630.007,686.5987,0,131.479,0,1434.3864,23.5156,0,0,0,0
1934Tanzania,Tanzania,Rest,1934,22.26466667,,,28.8687,23.4936,89.1159,1078.4581,249.2735,25.7926,0,1514.2982,18.8916,0,0,0
1934Thailand,Thailand,Rest,1934,25.71391667,0.0256,0.0256,112.1514,3.0941,222.3358,5.7928,1118.1356,28.8687,79.9118,1434.3864,18.8916,4.624,0,0
1934Togo,Togo,Rest,1934,27.08,,,0,655.486,525.4287,0,43.6456,1758.607,22.3264,0,22.6985,0,0,0
1934Tonga,Tonga,Rest,1934,23.298,,,0,0,22.6985,19.2323,21.9857,1563.5717,224.4133,28.8687,23.4936,1123.9284,0,0
1934Trinidad and Tobago,Trinidad and Tobago,Rest,1934,25.92641667,4.7779,4.7779,4.624,1453.278,79.9118,1072.9182,45.2174,34.6615,199.6373,43.6456,52.3676,0,41.9308,0
1934Tunisia,Tunisia,Rest,1934,19.90975,0.0183,241.0656,882.8811,23.4936,0,248.658,1568.1957,21.9857,19.2323,0,22.6985,0,0,0
1934Turkey,Turkey,Top20,1934,11.77608333,5.7928,5.7928,718.4042,466.8706,225.4172,31.9628,99.1441,1439.0104,41.5901,0,0,0,0,0
1934Turkmenistan,Turkmenistan,Rest,1934,13.4895,3.0801,26.5737,49.4384,920.3278,426.3191,19.2323,108.7805,1457.0849,23.5156,0,0,0,0,0
1934Uganda,Uganda,Rest,1934,23.07033333,,,0,58.1551,738.5562,423.225,249.2735,25.7926,79.9118,1453.278,0,0,0,0
1934Ukraine,Ukraine,Rest,1934,8.601916667,51.238,510.8941,687.7659,176.1437,92.9191,83.0059,1482.4874,23.5156,0,22.6985,0,0,0,0
1934United Arab Emirates,United Arab Emirates,Rest,1934,27.37833333,,23.4936,49.4384,493.5408,850.012,51.1951,0,102.6103,1439.0104,18.8916,0,0,0,0
1934United Kingdom,United Kingdom,Top20,1934,9.165,423.225,1078.4581,39.6775,5.7928,279.5491,1527.3055,26.6097,28.8687,19.2323,0,22.6985,0,0,0
1934United States of America,United States of America,Top20,1934,9.826583333,1434.3864,1434.3864,98.8034,0,0,1037.8647,261.0386,8.8869,72.7671,72.5143,41.9308,0,0,0
1934Uruguay,Uruguay,Rest,1934,17.08083333,0.0513,0.0513,4.624,0,0,47.7603,1434.3864,744.1841,459.6561,46.1921,43.6456,195.376,49.2735,3.0941
1934Uzbekistan,Uzbekistan,Rest,1934,10.80258333,10.3309,33.8245,49.4384,718.958,627.6889,19.2323,108.7805,1457.0849,18.8916,4.624,0,0,0,0
1934Venezuela,Venezuela,Rest,1934,24.90583333,5.2249,5.2249,4.624,1453.278,0,704.5066,493.5408,34.6615,199.6373,0,96.0132,22.6985,0,19.2323
1934Vietnam,Vietnam,Rest,1934,23.28383333,4.2246,4.2246,115.2455,0,222.3358,5.7928,493.5408,653.4635,79.9118,1434.3864,18.8916,0,4.624,0
1934Yemen,Yemen,Rest,1934,25.90491667,,,29.2864,128.5405,1111.3829,195.376,3.0941,22.6985,84.5358,1434.3864,18.8916,0,0,0
1934Zambia,Zambia,Rest,1934,21.23066667,,,28.8687,0,68.9639,698.8787,447.0813,248.1157,3.0941,1514.2982,18.8916,0,0,0
1934Zimbabwe,Zimbabwe,Rest,1934,21.21808333,1.7074,30.5761,0,0,23.4936,744.349,447.0813,248.1157,3.0941,1434.3864,98.8034,0,0,0
1935Afghanistan,Afghanistan,Rest,1935,13.29625,,23.3397,51.5378,303.1616,1145.8796,0,57.3892,78.798,1490.2587,26.9414,0,0,0,0
1935Albania,Albania,Rest,1935,12.94275,0.0183,745.2612,452.471,0,244.9883,89.7826,1578.1657,41.4252,0,25.2303,0,0,0,0
1935Algeria,Algeria,Rest,1935,22.91975,0.1356,0.1356,1168.4385,5.9357,23.3397,282.6615,1626.6804,25.0218,19.9981,0,25.2303,0,0,0
1935Andorra,Andorra,Rest,1935,11.093,,1122.2868,52.0874,23.3397,0,1814.045,116.724,3.5947,19.9981,0,25.2303,0,0,0
1935Angola,Angola,Rest,1935,21.74108333,,,32.1589,0,74.6687,1174.1616,0,277.008,1519.0837,100.2251,0,0,0,0
1935Argentina,Argentina,Rest,1935,14.81558333,13.9965,13.9965,5.5143,0,0,53.586,1490.2587,78.798,1193.6688,29.2754,65.6002,199.3862,61.2184,0
1935Armenia,Armenia,Rest,1935,8.96725,1.2132,30.4886,543.9134,869.5134,57.6237,3.5947,130.955,1490.2587,52.1717,0,0,0,0,0
1935Australia,Australia,Top20,1935,21.39741667,25.2303,25.2303,0,19.9981,0,106.8205,0,254.8848,5.9357,644.1385,2120.2981,0,0,0
1935Austria,Austria,Rest,1935,6.155416667,13.9232,1182.3617,5.9357,23.3397,244.9883,136.4217,1531.5266,41.4252,0,25.2303,0,0,0,0
1935Azerbaijan,Azerbaijan,Rest,1935,11.53208333,4.4971,33.7725,543.9134,869.5134,57.6237,3.5947,130.955,1490.2587,52.1717,0,0,0,0,0
1935Bahamas,Bahamas,Rest,1935,24.92641667,,,1511.6858,78.798,5.5143,1076.8935,91.545,205.3219,59.0933,103.2258,0,45.2284,0,0
1935Bahrain,Bahrain,Rest,1935,26.11233333,0.5313,23.871,51.5378,739.3072,686.1412,55.7517,0,104.0283,1495.773,21.4271,0,0,0,0
1935Bangladesh,Bangladesh,Rest,1935,24.98858333,,45.6021,57.6237,246.3187,5.9357,764.5375,461.2902,78.798,0,1490.2587,26.9414,0,0,0
1935Barbados,Barbados,Rest,1935,26.136,0,,5.5143,1511.6858,78.798,1122.2868,52.0874,32.1589,222.7259,103.2258,3.5947,0,45.2284,0
1935Belarus,Belarus,Rest,1935,5.960916667,8.7139,507.234,699.1938,199.3862,103.2258,82.3927,1522.4176,46.9395,0,25.2303,0,0,0,0
1935Belgium,Belgium,Rest,1935,9.847833333,71.6495,1240.088,5.9357,23.3397,199.3862,1672.2825,62.695,0,19.9981,0,25.2303,0,0,0
1935Belize,Belize,Rest,1935,25.21233333,,,1511.6858,78.798,5.5143,0,1122.2868,245.5379,5.9357,116.717,70.8324,19.9981,0,0
1935Benin,Benin,Rest,1935,27.4125,,,0,699.0912,530.7816,5.5143,45.6021,1847.4937,23.5928,0,25.2303,0,0,0
1935Bhutan,Bhutan,Rest,1935,11.8365,,103.2258,0,246.3187,52.0874,1147.5171,32.1589,78.798,1490.2587,21.4271,5.5143,0,0,0
1935Bolivia,Bolivia,Rest,1935,20.9955,0.0696,5.5839,0,0,21.4271,1490.2587,306.3507,973.0447,5.9357,23.3397,270.2186,61.2184,19.9981,0
1935Botswana,Botswana,Rest,1935,21.47083333,,32.1589,0,0,0,315.6646,933.1657,102.8521,202.9809,1490.2587,100.2251,0,0,0
1935Brazil,Brazil,Top20,1935,24.85308333,5.5143,5.5143,0,0,0,1543.8447,1201.0848,52.0874,23.3397,199.3862,70.8324,61.2184,19.9981,0
1935Bulgaria,Bulgaria,Rest,1935,10.68866667,2.4732,552.3223,647.8648,0,244.9883,57.6237,1604.8103,46.9395,0,25.2303,0,0,0,0
1935Burkina Faso,Burkina Faso,Rest,1935,28.144,,,0,1174.3742,61.0129,0,1535.8608,357.235,23.5928,0,25.2303,0,0,0
1935Burundi,Burundi,Rest,1935,20.16708333,,,32.1589,29.2754,784.9093,429.1313,282.5223,28.825,0,1590.4838,0,0,0,0
1935Cambodia,Cambodia,Rest,1935,27.09725,,,123.2239,3.5947,247.9562,5.9357,543.9134,656.684,78.798,1490.2587,21.4271,5.5143,0,0
1935Cameroon,Cameroon,Rest,1935,24.65041667,,,0,278.8817,950.9911,51.1164,199.3862,1626.6804,45.0199,25.2303,0,0,0,0
1935Canada,Canada,Top20,1935,-5.55725,78.798,78.798,1490.2587,21.4271,429.1313,938.6934,72.6684,23.3397,45.6021,45.2284,32.1589,0,0,0
1935Cape Verde,Cape Verde,Rest,1935,23.7815,,,0,675.4327,504.4558,1545.7573,100.2251,244.9883,57.6237,3.5947,19.9981,25.2303,0,0
1935Central African Republic,Central African Republic,Rest,1935,25.56425,,,0,302.2214,973.2535,0,262.5242,23.5928,1594.287,21.4271,0,0,0,0
1935Chad,Chad,Rest,1935,27.17291667,,,51.329,1146.3849,77.761,0,262.5242,1592.6495,21.4271,25.2303,0,0,0,0
1935Chile,Chile,Rest,1935,9.495916667,5.1149,5.1149,5.5143,0,0,21.4271,1522.4176,78.798,1147.5171,52.0874,43.3378,244.9883,3.5947,57.6237
1935China,China,Top20,1935,6.636166667,57.6237,57.6237,248.583,43.3378,5.9357,1193.6688,78.798,32.1589,1511.6858,0,0,5.5143,0,0
1935Colombia,Colombia,Rest,1935,24.54375,2.4036,2.4036,0,1517.2001,78.798,0,1122.2868,78.3106,205.3219,23.3397,106.8205,25.2303,19.9981,0
1935Comoros,Comoros,Rest,1935,25.52175,,,32.1589,0,74.8775,759.3053,511.9853,208.4952,0,78.798,1490.2587,21.4271,0,0
1935Congo Dem Republic,Congo Dem Republic,Rest,1935,23.96733333,0.033,0.033,32.1589,0,768.5826,474.7334,63.138,219.3843,1597.8817,21.4271,0,0,0,0
1935Costa Rica,Costa Rica,Rest,1935,25.39975,,,21.4271,1495.773,78.798,0,1076.8935,91.545,237.4808,26.9344,82.854,45.6021,19.9981,0
1935Croatia,Croatia,Rest,1935,11.3815,1.3381,740.6453,435.067,23.3397,244.9883,136.4217,1531.5266,41.4252,0,25.2303,0,0,0,0
1935Cuba,Cuba,Rest,1935,25.23066667,,,1511.6858,78.798,5.5143,1076.8935,91.545,205.3219,55.4986,61.2184,45.6021,45.2284,0,0
1935Cyprus,Cyprus,Rest,1935,19.42675,,5.9357,762.6469,474.7334,257.0099,32.1589,102.3908,1495.773,46.6574,0,0,0,0,0
1935Czech Republic,Czech Republic,Rest,1935,7.791833333,32.1065,1200.545,5.9357,23.3397,244.9883,136.4217,1526.0123,46.9395,0,25.2303,0,0,0,0
1935Denmark,Denmark,Rest,1935,-16.94458333,15.2532,1138.2984,51.329,23.3397,278.1842,1593.4845,25.0218,57.6713,0,25.2303,0,0,0,0
1935Djibouti,Djibouti,Rest,1935,28.72091667,,,29.2754,90.9954,1155.2041,277.008,3.5947,30.7446,78.798,1490.2587,21.4271,0,0,0
1935Dominica,Dominica,Rest,1935,25.79516667,,,0,1517.2001,78.798,1168.4385,5.9357,32.1589,222.7259,106.8205,0,0,45.2284,0
1935Dominican Republic,Dominican Republic,Rest,1935,25.29808333,,,1490.2587,26.9414,78.798,1122.2868,46.1517,205.3219,55.4986,61.2184,45.6021,25.2303,19.9981,0
1935Ecuador,Ecuador,Rest,1935,21.45941667,0.7841,0.7841,5.5143,1511.6858,0,78.798,624.5251,576.0723,5.9357,222.7259,28.825,103.2258,19.9981,0
1935Egypt,Egypt,Rest,1935,22.82725,0.7475,6.6832,567.2531,624.5251,77.761,257.0099,23.5928,1574.571,46.6574,0,0,0,0,0
1935El Salvador,El Salvador,Rest,1935,24.83733333,,,1511.6858,0,84.3123,0,1076.8935,91.545,237.4808,84.5581,70.8324,19.9981,0,0
1935Equatorial Guinea,Equatorial Guinea,Rest,1935,25.21991667,,,0,77.5522,1152.3206,51.1164,0,257.0099,1614.0766,25.2303,0,0,0,0
1935Eritrea,Eritrea,Rest,1935,26.83091667,,,29.2754,589.5155,656.684,257.0099,23.5928,30.7446,1569.0567,21.4271,0,0,0,0
1935Estonia,Estonia,Rest,1935,5.4605,2.6363,501.1564,675.8541,222.7259,103.2258,82.3927,1490.2587,79.0984,0,25.2303,0,0,0,0
1935Ethiopia,Ethiopia,Rest,1935,23.03625,,,23.3397,129.09,1123.0452,257.0099,23.5928,30.7446,78.798,1490.2587,21.4271,0,0,0
1935Fiji,Fiji,Rest,1935,25.228,,,0,25.2303,0,23.5928,0,1847.4937,45.6021,61.0129,481.2187,693.1555,0,0
1935Finland,Finland,Rest,1935,2.09075,3.5211,502.0412,675.8541,222.7259,182.0238,1493.8534,21.4271,57.6713,0,25.2303,0,0,0,0
1935France,France,Top20,1935,12.79725,195.3938,1168.4385,5.9357,23.3397,199.3862,1672.2825,62.695,0,19.9981,0,25.2303,0,0,0
1935Gabon,Gabon,Rest,1935,24.53533333,,,0,77.5522,1152.3206,51.1164,0,257.0099,1614.0766,25.2303,0,0,0,0
1935Gambia,Gambia,Rest,1935,27.32841667,,,0,1122.2868,89.7606,23.3397,1590.4838,244.9883,57.6237,23.5928,0,25.2303,0,0
1935Georgia,Georgia,Rest,1935,8.566583333,2.1649,31.4403,543.9134,869.5134,57.6237,3.5947,130.955,1490.2587,52.1717,0,0,0,0,0
1935Germany,Germany,Top20,1935,8.471666667,452.3684,1168.4385,5.9357,23.3397,199.3862,1672.2825,62.695,19.9981,0,25.2303,0,0,0,0
1935Ghana,Ghana,Rest,1935,26.79025,,,0,240.7871,994.6,0,45.6021,1847.4937,23.5928,0,25.2303,0,0,0
1935Greece,Greece,Rest,1935,15.30583333,2.9092,100.3899,1100.2332,0,244.9883,89.7826,1578.1657,41.4252,0,25.2303,0,0,0,0
1935Grenada,Grenada,Rest,1935,26.32791667,,,5.5143,1511.6858,78.798,1122.2868,46.1517,38.0946,222.7259,103.2258,3.5947,0,45.2284,0
1935Guatemala,Guatemala,Rest,1935,23.1745,,21.4271,1490.2587,78.798,5.5143,0,1076.8935,91.545,205.3219,116.717,70.8324,19.9981,0,0
1935Guinea,Guinea,Rest,1935,25.313,,,0,240.7871,971.2603,23.3397,1614.6588,220.8133,57.6237,23.5928,25.2303,0,0,0
1935Guyana,Guyana,Rest,1935,25.9345,,,5.5143,0,1511.6858,703.3231,576.0723,5.9357,222.7259,0,106.8205,25.2303,19.9981,0
1935Haiti,Haiti,Rest,1935,26.07675,,,1511.6858,5.5143,78.798,1076.8935,91.545,205.3219,55.4986,61.2184,45.6021,25.2303,19.9981,0
1935Honduras,Honduras,Rest,1935,24.6825,,,1511.6858,0,84.3123,0,1122.2868,46.1517,237.4808,84.5581,70.8324,19.9981,0,0
1935Hungary,Hungary,Rest,1935,9.800416667,11.0799,756.3228,429.1313,23.3397,244.9883,136.4217,1526.0123,46.9395,0,25.2303,0,0,0,0
1935Iceland,Iceland,Rest,1935,2.034833333,,429.1313,693.9139,130.127,1712.9846,79.0508,54.7111,32.1589,19.9981,0,25.2303,0,0,0
1935India,India,Top20,1935,23.76183333,45.6021,45.6021,80.9634,25.9338,249.1326,1147.5171,32.1589,0,78.798,1490.2587,26.9414,0,0,0
1935Indonesia,Indonesia,Top20,1935,25.62791667,19.9981,19.9981,0,132.0508,0,222.7259,5.9357,576.0723,624.5251,78.798,1511.6858,0,5.5143,0
1935Iran,Iran,Top20,1935,17.59225,23.3397,23.3397,51.5378,796.9309,628.5175,55.7517,0,104.0283,1495.773,21.4271,0,0,0,0
1935Iraq,Iraq,Rest,1935,22.45866667,5.7232,34.9986,91.545,1122.4956,257.0099,35.7536,19.9981,1569.0567,52.1717,0,0,0,0,0
1935Ireland,Ireland,Rest,1935,9.670333333,9.5337,1086.4272,91.545,5.9357,301.5239,1535.8608,88.1598,32.1589,19.9981,0,25.2303,0,0,0
1935Israel,Israel,Rest,1935,20.32808333,0.0916,6.0273,567.2531,670.1272,257.0099,32.1589,102.3908,1495.773,46.6574,0,0,0,0,0
1935Italy,Italy,Top20,1935,12.82758333,45.3933,739.3072,435.067,23.3397,199.3862,182.0238,1531.5266,41.4252,0,25.2303,0,0,0,0
1935Ivory Coast,Ivory Coast,Rest,1935,25.91941667,,,0,240.7871,971.2603,23.3397,1535.8608,357.235,0,23.5928,25.2303,0,0,0
1935Jamaica,Jamaica,Rest,1935,25.79483333,,,1511.6858,5.5143,78.798,624.5251,543.9134,205.3219,55.4986,61.2184,45.6021,25.2303,19.9981,0
1935Japan,Japan,Top20,1935,11.89308333,,3.5947,57.6237,219.3843,45.6021,48.57,1012.3851,1752.4729,0,32.1589,0,5.5143,0,0
1935Jordan,Jordan,Rest,1935,20.07766667,,5.9357,567.2531,670.1272,257.0099,32.1589,23.5928,1574.571,46.6574,0,0,0,0,0
1935Kazakhstan,Kazakhstan,Rest,1935,4.963083333,23.6216,23.6216,228.6616,1271.6643,3.5947,19.9981,78.798,1547.6479,21.4271,5.5143,0,0,0,0
1935Kenya,Kenya,Rest,1935,24.15058333,,,0,61.4343,784.9093,486.755,219.3843,34.3393,0,1569.0567,21.4271,0,0,0
1935Kiribati,Kiribati,Rest,1935,26.67833333,,,0,0,21.4271,1594.287,3.5947,277.008,5.5143,1168.6473,74.6687,32.1589,0,0
1935Kuwait,Kuwait,Rest,1935,25.48458333,,29.2754,0,784.9093,686.1412,55.7517,0,104.0283,1495.773,21.4271,0,0,0,0
1935Kyrgyzstan,Kyrgyzstan,Rest,1935,2.272583333,1.5103,1.5103,325.9517,55.6821,1142.2849,0,136.1872,1490.2587,21.4271,5.5143,0,0,0,0
1935Laos,Laos,Rest,1935,24.2075,,,126.8186,199.3862,48.57,52.0874,1122.2868,110.9569,0,1511.6858,0,5.5143,0,0
1935Latvia,Latvia,Rest,1935,5.763,1.4797,499.9998,675.8541,222.7259,103.2258,82.3927,1490.2587,79.0984,0,25.2303,0,0,0,0
1935Lebanon,Lebanon,Rest,1935,18.38083333,0.0513,5.987,762.6469,474.7334,257.0099,35.7536,98.7961,1495.773,46.6574,0,0,0,0,0
1935Lesotho,Lesotho,Rest,1935,13.09666667,,32.1589,0,0,0,74.8775,764.8196,511.9853,202.9809,0,1590.4838,0,0,0
1935Liberia,Liberia,Rest,1935,25.29833333,,,0,240.7871,971.2603,23.3397,1535.8608,299.6113,57.6237,23.5928,25.2303,0,0,0
1935Libya,Libya,Rest,1935,22.35825,,,745.2429,452.471,77.761,199.3862,141.936,1513.8515,21.4271,25.2303,0,0,0,0
1935Liechtenstein,Liechtenstein,Rest,1935,4.570333333,,1168.4385,5.9357,23.3397,199.3862,182.0238,1552.9537,19.9981,0,0,25.2303,0,0,0
1935Lithuania,Lithuania,Rest,1935,6.201083333,2.3988,500.9189,675.8541,222.7259,103.2258,82.3927,1522.4176,46.9395,0,25.2303,0,0,0,0
1935Luxembourg,Luxembourg,Rest,1935,9.459166667,,1168.4385,5.9357,23.3397,199.3862,1672.2825,62.695,0,19.9981,0,25.2303,0,0,0
1935Macedonia,Macedonia,Rest,1935,10.69958333,0.6905,550.5396,647.8648,0,244.9883,89.7826,1572.6514,46.9395,0,25.2303,0,0,0,0
