0,14.99333333
1,13.46866667
2,24.01441667
3,12.45558333
4,22.46641667
5,15.15508333
6,9.258083333
7,22.35575
8,7.343999999999999
9,11.992
10,25.99233333
11,26.34458333
12,25.28175
13,26.94316667
14,7.757416667
15,10.93533333
16,25.55033333
17,27.79383333
18,12.20558333
19,21.32608333
20,22.94483333
21,25.27491667
22,11.59766667
23,28.80633333
24,20.40933333
25,27.25933333
26,24.88966667
27,-5.021916667
28,24.74533333
29,25.71591667
30,27.61925
31,9.83125
32,7.636
33,25.21916667
34,26.15325
35,24.206999999999997
36,26.29025
37,12.43441667
38,26.13341667
39,19.19441667
40,8.962666667
41,-17.87033333
42,29.303
43,26.62983333
44,26.17116667
45,22.43475
46,23.09141667
47,25.5665
48,25.285
49,27.44808333
50,6.698583332999999
51,23.37958333
52,25.4005
53,2.94325
54,14.03883333
55,24.57083333
56,28.13566667
57,8.84425
58,9.6895
59,27.24475
60,15.49933333
61,27.20566667
62,23.5995
63,26.01116667
64,26.56575
65,26.94291667
66,25.2095
67,10.92033333
68,1.77475
69,24.17816667
70,26.23783333
71,18.42641667
72,22.5415
73,10.31266667
74,20.12983333
75,13.71691667
76,26.4985
77,26.74025
78,13.59058333
79,19.92158333
80,6.55575
81,24.13241667
82,27.07566667
83,25.75858333
84,4.492416667
85,24.05733333
86,7.325666667
87,18.18458333
88,14.14725
89,25.88158333
90,23.101
91,5.91725
92,7.978416667
93,10.59091667
94,11.29775
95,23.12416667
96,22.28025
97,26.41891667
98,29.32108333
99,19.56175
100,28.53641667
101,23.84066667
102,20.96083333
103,10.87558333
104,0.66225
105,11.24258333
106,18.69766667
107,24.20066667
108,21.33683333
109,15.27233333
110,11.00033333
111,11.26933333
112,26.55475
113,28.04808333
114,27.36616667
115,25.65841667
116,8.179083333
117,2.0665
118,27.4445
119,21.37641667
120,27.67691667
121,26.92533333
122,24.93675
123,23.59941667
124,20.23308333
125,26.93233333
126,9.231666667
127,15.74275
128,27.32033333
129,10.226
130,-4.022916667
131,19.54583333
132,27.14275
133,26.85858333
134,26.01875
135,28.508000000000003
136,11.19608333
137,27.22008333
138,26.55141667
139,27.13
140,8.71675
141,10.72633333
142,27.26491667
143,27.14266667
144,17.72833333
145,13.2295
146,14.76208333
147,27.52875
148,27.64408333
149,26.67708333
150,19.2115
151,4.497916667
152,8.255583332999999
153,18.54316667
154,5.199333333
155,22.71433333
156,26.59066667
157,27.51683333
158,23.63975
159,26.6615
160,20.929000000000002
161,12.0325
162,15.92641667
163,23.26708333
164,9.400833333
165,28.26008333
166,9.674583333
167,9.521583332999999
168,17.70358333
169,13.46308333
170,25.59475
171,24.27408333
172,26.64066667
173,22.21933333
174,22.13025
175,14.37075
176,12.33883333
177,23.01108333
178,11.56541667
179,22.09541667
180,15.09758333
181,9.372583333
182,22.48741667
183,6.3579166670000005
184,11.956
185,25.92675
186,25.81191667
187,25.13516667
188,26.89316667
189,6.895416667
190,9.709166667
191,25.86333333
192,27.38091667
193,11.99466667
194,21.75408333
195,22.05966667
196,25.29216667
197,10.18066667
198,28.45941667
199,20.23833333
200,27.20141667
201,24.73383333
202,-4.426666667
203,24.63141667
204,25.69983333
205,27.5535
206,9.725416667000001
207,7.097166667000001
208,25.34183333
209,26.19683333
210,24.06325
211,26.28991667
212,11.33325
213,26.16583333
214,19.08275
215,7.772
216,-17.82791667
217,29.28941667
218,26.54458333
219,26.05341667
220,22.5295
221,23.0885
222,25.64075
223,25.23508333
224,27.25683333
225,6.258083332999999
226,23.41241667
227,25.348000000000003
228,2.32825
229,13.1395
230,24.56683333
231,28.04525
232,8.857083333
233,8.523083332999999
234,26.96941667
235,14.41283333
236,27.14166667
237,23.87758333
238,26.05066667
239,26.44175
240,26.854
241,25.3375
242,9.680166667
243,2.540083333
244,24.31175
245,26.07516667
246,18.02925
247,22.28033333
248,9.825166667000001
249,20.02191667
250,12.8535
251,26.33466667
252,26.68783333
253,12.78316667
254,19.79175
255,6.471
256,24.37158333
257,27.36308333
258,25.34858333
259,3.7833333330000003
260,24.25958333
261,6.689916667
262,18.11483333
263,14.353
264,25.84491667
265,22.61816667
266,4.933
267,7.091583332999999
268,9.453083333
269,9.984416667
270,23.326999999999998
271,21.8895
272,26.33208333
273,28.85583333
274,18.59008333
275,28.03383333
276,24.138
277,20.83966667
278,9.18325
279,0.124833333
280,10.06966667
281,17.61725
282,24.13275
283,20.78075
284,15.135
285,9.75125
286,10.53433333
287,26.61025
288,27.85916667
289,27.04333333
290,25.588
291,7.537000000000001
292,1.1335
293,27.01083333
294,20.90133333
295,27.59958333
296,27.06808333
297,24.72616667
298,24.11566667
299,20.50425
300,26.79341667
301,7.944666667000001
302,15.23283333
303,26.71975
304,8.728166667
305,-4.237
306,19.38075
