,Country,Group,Year,Ave Temperature,CO2 (MtCO2),CO2 (MtCO2) proximity mileage brackets (to top 20)
,Madagascar,Rest,2014,,3.0704,3.0704
,Malawi,Rest,2014,,1.2751,1.2751
,Malaysia,Rest,2014,,233.5068,711.2474
,Mali,Rest,2014,,1.4106,1.4106
,Malta,Rest,2014,,2.34,626.8634
,Mauritania,Rest,2014,,2.7077,2.7077
,Mauritius,Rest,2014,,3.96,3.96
,Mexico,Top20,2014,,454.2143,454.2143
,Moldova,Rest,2014,,7.8985,1708.3828
,Mongolia,Rest,2014,,18.3652,10347.0988
,Montenegro,Rest,2014,,2.22,1996.8555
,Morocco,Rest,2014,,60.94,60.94
,Mozambique,Rest,2014,,4.6175,4.6175
,Namibia,Rest,2014,,3.9527,447.4484
,Nepal,Rest,2014,,7.4762,2165.6569
,Netherlands,Rest,2014,,149.446,2215.6974
,New Zealand,Rest,2014,,31.899,31.899
,Nicaragua,Rest,2014,,4.8881,4.8881
,Niger,Rest,2014,,1.971,1.971
,Nigeria,Rest,2014,,89.6564,89.6564
,Niue,Rest,2014,,0.011,0.011
,North Korea,Rest,2014,,41.3871,1850.1307
,Norway,Rest,2014,,36.7035,1478.4315
,Oman,Rest,2014,,65.1816,1217.7286
,Pakistan,Rest,2014,,153.5398,2929.146
,Palau,Rest,2014,,0.2601,0.2601
,Panama,Rest,2014,,11.6819,11.6819
,Papua New Guinea,Rest,2014,,6.3094,6.3094
,Paraguay,Rest,2014,,5.6883,520.1703
,Peru,Rest,2014,,53.6025,53.6025
,Philippines,Rest,2014,,106.9462,106.9462
,Poland,Top20,2014,,286.7154,2066.2514
,Portugal,Rest,2014,,45.5507,339.7019
,Qatar,Rest,2014,,81.9675,1234.5145
,Romania,Rest,2014,,72.0951,1772.5794
,Russia,Top20,2014,,1530.5909,1530.5909
,Rwanda,Rest,2014,,0.8391,0.8391
,Saint Lucia,Rest,2014,,0.4067,0.4067
,Samoa,Rest,2014,,0.1979,0.1979
,Saudi Arabia,Top20,2014,,535.1215,1152.547
,Senegal,Rest,2014,,8.7202,8.7202
,Serbia,Rest,2014,,39.2239,2033.8594
,Seychelles,Rest,2014,,0.4946,0.4946
,Sierra Leone,Rest,2014,,1.308,1.308
,Singapore,Rest,2014,,45.32,523.0606
,Slovakia,Rest,2014,,30.9934,1682.9726
,Slovenia,Rest,2014,,13.4195,1665.3987
,Solomon Islands,Rest,2014,,0.2015,0.2015
,Somalia,Rest,2014,,0.6082,0.6082
,South Africa,Top20,2014,,443.4957,443.4957
,South Korea,Top20,2014,,591.2559,1808.7436
,Spain,Rest,2014,,239.2594,863.7828
,Sri Lanka,Rest,2014,,17.678,2175.8587
,Sudan,Rest,2014,,13.34,13.34
,Suriname,Rest,2014,,2.056,2.056
,Swaziland,Rest,2014,,1.2018,444.6975
,Sweden,Rest,2014,,38.6658,1480.3938
,Switzerland,Rest,2014,,39.8761,2106.1275
,Syria,Rest,2014,,29.9019,1525.1052
,Tajikistan,Rest,2014,,5.2316,5.2316
,Tanzania,Rest,2014,,11.7696,11.7696
,Thailand,Rest,2014,,261.0591,261.0591
,Togo,Rest,2014,,2.5554,2.5554
,Tonga,Rest,2014,,0.1209,0.1209
,Trinidad and Tobago,Rest,2014,,24.0106,24.0106
,Tunisia,Rest,2014,,29.7211,654.2445
,Turkey,Top20,2014,,342.6563,342.6563
,Turkmenistan,Rest,2014,,69.8113,687.2368
,Uganda,Rest,2014,,5.2285,5.2285
,Ukraine,Rest,2014,,241.3398,1611.4519
,United Arab Emirates,Rest,2014,,185.2629,1337.8099
,United Kingdom,Top20,2014,,414.2722,1735.8792
,United States of America,Top20,2014,,5234.2406,5234.2406
,Uruguay,Rest,2014,,6.6804,6.6804
,Uzbekistan,Rest,2014,,101.564,718.9895
,Venezuela,Rest,2014,,188.4086,188.4086
,Vietnam,Rest,2014,,174.5552,174.5552
,Yemen,Rest,2014,,24.2678,559.3893
,Zambia,Rest,2014,,4.2855,4.2855
,Zimbabwe,Rest,2014,,12.1385,455.6342
