,,,,,,CO2 (MtCO2) proximity mileage brackets (to top 20),,,,,,,,,,,,,,,,,,,,,
Key,Country,Group,Year,Ave Temperature,CO2 (MtCO2),1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,Population,GDP-USD (M US$ (2010)),Smoking Rate,Fertility Rate,Electricity production from Fossil Fuel,Electricity from Nuclear,Govt spend on education as % of GDP,Forest area (sq km),Passenger Road Transport M per km
2006Panama,Panama,Rest,2006,27.13175,7.674,7.674,449.9547,5996.9228,535.0396,0,2204.2805,315.67,2236.0173,2514.5588,8143.4213,0,363.5531,0,3391905,67314.8175,,2.643,39.82300885,,,47654,
2006Papua New Guinea,Papua New Guinea,Rest,2006,24.739,4.3052,4.3052,382.163,1560.7451,7020.6123,1232.0898,1592.5568,825.923,1628.4548,8178.574,0,338.2993,0,0,6470272,157224.1289,,4.21,,,,335834,
2006Paraguay,Paraguay,Rest,2006,24.37658333,3.9004,342.1997,0,0,0,6488.8439,0,3054.9901,593.3577,877.9231,2824.6466,363.5531,8217.8043,0,5882796,1385791.375,,2.97,,,,181700,
2006Peru,Peru,Rest,2006,20.541,31.5017,31.5017,338.2993,449.9547,5658.6235,535.0396,0,2900.2162,263.1948,2418.4798,1579.355,8252.7021,363.5531,0,27949944,4229.614835,,2.648,26.70516851,,2.65281,753846,
2006Philippines,Philippines,Rest,2006,27.17808333,71.9073,71.9073,8581.3574,1614.2528,1592.5568,495.7601,593.3577,3054.9901,380.2657,6108.5782,0,0,0,338.2993,87809419,1205.477847,,3.425,63.97161122,,2.53381,70272,
2006Poland,Poland,Top20,2006,8.799916667,315.67,2519.9505,263.1948,825.923,2824.6466,7064.2081,7727.525,1151.8071,0,382.163,0,0,0,0,38141267,626.0194344,,1.27,97.10818342,,5.20573,92258,205289
2006Portugal,Portugal,Rest,2006,16.00258333,60.585,432.7452,2147.7903,263.1948,825.923,8124.5192,8591.4787,1688.6358,363.5531,0,0,382.163,0,0,10522288,474473.0463,,1.37,67.00428195,,4.90802,32846,97202
2006Qatar,Qatar,Rest,2006,28.07141667,45.1935,871.1165,1495.2846,1606.6997,9034.9761,1235.2626,1197.192,917.2026,5996.9228,449.9547,0,0,0,0,1010382,11143.54492,,2.433,100,,,,
2006Romania,Romania,Rest,2006,9.469,99.431,1969.3255,1739.1738,0,2824.6466,7064.2081,7727.525,1151.8071,0,382.163,0,0,0,0,21193760,36293.15223,,1.42,61.73341627,8.982885944,,64158,11735
2006Russia,Russia,Top20,2006,-4.763,1592.5568,1592.5568,6529.1685,1688.6358,4841.1581,898.5927,5658.6235,832.1177,380.2657,338.2993,0,0,0,0,143049528,856.6841743,,1.305,66.49474526,15.74016592,3.86626,8100591.2,135711
2006Rwanda,Rwanda,Rest,2006,20.16283333,0.5276,0.5276,0,1469.3835,3210.9497,541.0906,8823.5777,491.4438,2114.3946,6108.5782,0,0,0,0,9206580,2083.56704,,5.021,,,,3972,
2006Saint Lucia,Saint Lucia,Rest,2006,27.69216667,0.3664,0.3664,0,6446.8775,535.0396,2204.2805,578.8648,710.4286,2088.3169,9449.8941,0,0,745.7161,0,165407,185842.7576,,1.63,,,5.2521,208.4,
2006Samoa,Samoa,Rest,2006,26.835,0.1649,0.1649,0,0,382.163,1197.192,1304.9516,14315.3884,1570.3891,0,2881.092,1108.242,0,0,181094,76975.76793,,4.46,,,,1710,
2006Saudi Arabia,Saudi Arabia,Top20,2006,26.55858333,330.1629,825.923,263.1948,3210.9497,8662.8159,1235.2626,1197.192,917.2026,5996.9228,449.9547,0,0,0,0,24578301,46561.86206,,3.329,100,,5.89117,9770,
2006Senegal,Senegal,Rest,2006,28.63075,5.8763,5.8763,0,2204.2805,1627.5927,495.7601,6643.6178,2824.6466,6529.1685,2052.1889,0,382.163,0,0,11556763,573.7568385,,5.132,87.00287003,,4.7723,86330,
2006Serbia,Serbia,Rest,2006,10.57416667,53.2422,2295.2969,1367.0136,0,2824.6466,7064.2081,7727.525,1151.8071,0,382.163,0,0,0,0,7411569,,,1.43,69.94325813,,,25234,
2006Seychelles,Seychelles,Rest,2006,27.47016667,0.7328,0.7328,0,2438.2785,263.1948,8871.5815,3007.2542,1197.192,338.2993,535.0396,5658.6235,449.9547,0,0,84600,340285.0626,,2.11,,,4.77012,406.7,
2006Sierra Leone,Sierra Leone,Rest,2006,26.71775,0.7328,0.7328,0,845.0472,2986.826,495.7601,6193.6631,3274.6013,6529.1685,2052.1889,382.163,0,0,0,5848692,941019.8943,,5.747,,,,28044,
2006Singapore,Singapore,Rest,2006,27.32841667,38.28,401.8331,0,8634.8651,1692.9521,1922.7197,959.1305,2204.2805,0,535.0396,6108.5782,338.2993,0,0,4401365,1414738.284,,1.28,97.58125856,,2.86787,163.5,
2006Slovakia,Slovakia,Rest,2006,8.528333333,38.2715,2017.1314,804.2854,825.923,2824.6466,7064.2081,7727.525,1151.8071,0,382.163,0,0,0,0,5373054,44825.89974,,1.25,26.75434386,57.63655563,3.71354,19334,33736
2006Slovenia,Slovenia,Rest,2006,10.72341667,16.4439,1995.3038,804.2854,825.923,2824.6466,7064.2081,8065.8243,813.5078,0,382.163,0,0,0,0,2006868,51106.40119,,1.31,38.76281839,36.70525968,5.57559,12438,26139
2006Solomon Islands,Solomon Islands,Rest,2006,27.20741667,0.1649,0.1649,0,382.163,2052.1889,6529.1685,2824.6466,984.9943,6154.3836,1289.2934,2542.5798,0,0,0,481422,3683.479343,,4.459,,,,22354,
2006Somalia,Somalia,Rest,2006,27.65316667,0.5936,0.5936,825.923,1875.5503,1978.8599,9026.369,491.4438,1917.6543,535.0396,5658.6235,449.9547,0,0,0,10718317,3998.954659,,7.227,,,,70542,
2006South Africa,South Africa,Top20,2006,17.5975,380.2657,380.2657,0,0,0,1427.4171,3210.9497,7815.9752,1592.5568,7347.2593,984.9943,0,0,0,48233804,472608.3356,,2.655,94.73591893,3.99679491,5.07257,92410,
2006South Korea,South Korea,Top20,2006,12.90333333,491.4438,1688.6358,6529.1685,1956.1099,1232.0898,1471.2808,3054.9901,5658.6235,449.9547,380.2657,0,338.2993,0,0,48438292,541552.1003,,1.123,61.98871405,36.97740324,3.96743,62484,204339
2006Spain,Spain,Rest,2006,15.10591667,351.8831,1196.9303,1674.9033,263.1948,825.923,9356.609,7359.3889,1688.6358,363.5531,0,382.163,0,0,0,44397319,,,1.36,61.70098315,20.34156342,4.16759,174751.1,390306
2006Sri Lanka,Sri Lanka,Rest,2006,27.572,12.5788,1244.6686,0,7718.6446,2347.1954,3566.3204,913.2508,0,535.0396,0,5996.9228,449.9547,0,0,19520000,4387.929677,,2.283,51,,,21150,
2006Sudan,Sudan,Rest,2006,27.72941667,12.4089,12.4089,593.3577,2474.62,2153.4461,8121.7253,701.8524,1688.6358,6575.8261,449.9547,0,0,0,0,31607064,24472.80308,,5.085,69.6969697,,1.96302,279366.7,
2006Suriname,Suriname,Rest,2006,27.04566667,1.533,1.533,338.2993,0,6108.5782,1921.1774,1514.0784,593.3577,2088.3169,1232.0898,8217.8043,382.163,363.5531,0,504307,297864.8267,,2.638,33.11603651,,,153670,
2006Swaziland,Swaziland,Rest,2006,19.26683333,1.0149,381.2806,0,0,330.1629,2463.9317,2207.8253,7452.4221,2084.0006,1197.192,6643.6178,0,0,0,1120514,2818.834122,,3.819,,,6.55476,5454,
2006Sweden,Sweden,Rest,2006,4.354166667,48.0793,1722.9826,1108.242,2418.4798,8296.2979,7347.2593,449.9547,1082.1181,0,382.163,0,0,0,0,9080505,352.9006179,,1.85,2.960512541,46.74357579,6.41067,281890,117951
2006Switzerland,Switzerland,Rest,2006,8.33775,45.4915,2565.442,263.1948,825.923,1592.5568,13954.9214,2857.1555,363.5531,0,0,382.163,0,0,0,7483934,20709.93876,,1.44,1.585232393,44.77114716,4.96158,12206,84783
2006Syria,Syria,Rest,2006,18.744,59.5002,1148.618,1606.6997,2145.3406,8121.7253,871.7095,2095.7847,5996.9228,832.1177,0,0,0,0,0,18914977,37129.67172,,3.471,89.41876995,,5.346,4670,
2006Tajikistan,Tajikistan,Rest,2006,5.531333333,2.6892,2.6892,8850.3761,2726.3695,3438.3267,0,1297.4683,0,5658.6235,788.254,0,0,0,0,7000557,704896.93,,3.485,1.381753764,,3.40348,4100,
2006Tanzania,Tanzania,Rest,2006,23.04541667,6.0815,6.0815,380.2657,825.923,1968.1716,2047.0635,8823.5777,873.6068,1197.192,6193.6631,449.9547,0,0,0,40634948,15301.29896,,5.616,58.32366589,,3.2711,495200,
2006Thailand,Thailand,Rest,2006,26.74483333,221.3054,221.3054,8124.8114,1688.6358,2800.6428,263.1948,2519.9505,380.2657,535.0396,5658.6235,449.9547,338.2993,0,0,65824164,15181.73385,,1.561,93.08284442,,4.05038,161298,
2006Togo,Togo,Rest,2006,27.7685,1.2894,1.2894,0,1926.3847,2401.2486,0,1232.0898,14765.3431,854.9969,1197.192,382.163,0,0,0,5837792,138795.8633,,5.123,57.46606335,,3.66374,3662,
2006Tonga,Tonga,Rest,2006,23.816,0.1282,0.1282,0,0,382.163,1560.7451,941.3985,12722.8316,3162.9459,380.2657,825.923,2783.1453,0,0,101689,282684.9476,,4.104,,,,90,
2006Trinidad and Tobago,Trinidad and Tobago,Rest,2006,27.06983333,22.3415,22.3415,338.2993,6108.5782,535.0396,2204.2805,315.67,973.6234,2088.3169,2429.2818,7020.6123,0,745.7161,0,1303144,2445099.315,,1.78,99.37413074,,,2292.8,
2006Tunisia,Tunisia,Rest,2006,21.31,24.4358,869.483,1938.0981,825.923,0,3204.9123,13061.1309,2138.5905,363.5531,0,382.163,0,0,0,10196136,14792303.79,,1.999,99.00467039,,6.43859,9300,
2006Turkey,Turkey,Top20,2006,12.45008333,263.1948,263.1948,2804.7829,1773.1804,8121.7253,871.7095,2095.7847,5996.9228,832.1177,0,0,0,0,0,68763405,31393.47136,,2.241,74.69185872,,2.75063,107702,187593
2006Turkmenistan,Turkmenistan,Rest,2006,16.51,49.8221,545.5822,1825.4475,10100.5852,1032.5344,1560.7451,915.3053,6040.7865,788.254,0,0,0,0,0,4810105,27989.2547,,2.653,100,,,41270,
2006Uganda,Uganda,Rest,2006,23.77008333,2.5355,2.5355,330.1629,1139.2206,3210.9497,541.0906,8823.5777,873.6068,1732.2316,6108.5782,0,0,0,0,29550662,360140.4986,,6.507,,,,32938,
2006Ukraine,Ukraine,Rest,2006,8.454666667,308.3644,1705.3719,2212.0608,1592.5568,7761.2583,1026.4834,7599.6343,788.254,0,382.163,0,0,0,0,46787750,91307.61328,,1.31,46.62091879,46.69233516,6.20873,95696,53343
2006United Arab Emirates,United Arab Emirates,Rest,2006,28.98408333,123.2486,949.1716,1495.2846,1606.6997,9034.9761,2432.4546,0,917.2026,5996.9228,449.9547,0,0,0,0,5242032,25794.84883,,2.073,100,,,3130.6,
2006United Kingdom,United Kingdom,Top20,2006,9.943416667,541.0906,2047.0635,472.887,263.1948,2953.5194,13419.8818,2476.8898,380.2657,363.5531,0,382.163,0,0,0,60846820,14405.6965,,1.82,75.61262642,19.1777932,5.02086,30286,712944
2006United States of America,United States of America,Top20,2006,9.9745,5658.6235,5658.6235,984.9943,0,0,2069.6928,2381.1138,1951.8306,7355.0915,1612.3555,745.7161,0,0,0,298379912,10097.30479,,2.108,71.32592173,19.09223158,,3055496,5686429
2006Uruguay,Uruguay,Rest,2006,18.24041667,6.3878,6.3878,338.2993,0,0,830.2204,5658.6235,1921.1774,1727.1704,877.9231,1232.0898,1956.1099,7726.3605,491.4438,3331043,11721.18759,,2.142,35.12551184,,2.88026,15637,
2006Uzbekistan,Uzbekistan,Rest,2006,13.78625,112.3096,608.0697,1825.4475,9728.425,2601.8866,363.5531,915.3053,6040.7865,449.9547,338.2993,0,0,0,0,26488250,10348.29394,,2.39,82.01099764,,,32911,
2006Venezuela,Venezuela,Rest,2006,25.84991667,145.3409,145.3409,338.2993,6108.5782,0,1448.2904,1606.6997,643.4605,2418.4798,0,9449.8941,382.163,0,363.5531,27239168,149526.9195,,2.595,26.10168264,,3.66906,476714,
2006Vietnam,Vietnam,Rest,2006,24.52308333,99.1225,99.1225,8616.2552,1197.192,2470.4799,593.3577,1606.6997,1293.5165,535.0396,5658.6235,449.9547,0,338.2993,0,83311200,4021.570844,,1.901,66.15641479,,,132872,
2006Yemen,Yemen,Rest,2006,27.175,19.6228,349.7857,758.9549,2020.6468,8640.8277,1956.1099,1688.6358,382.163,873.3389,5658.6235,449.9547,0,0,0,21160534,68420.444,,5.253,100,,,5490,
2006Zambia,Zambia,Rest,2006,21.78425,2.2348,2.2348,380.2657,330.1629,1231.8419,2738.0627,1242.943,8503.8883,1688.6358,6193.6631,449.9547,0,0,0,12383446,392934.5184,,5.721,0.134269779,,,501344,
2006Zimbabwe,Zimbabwe,Rest,2006,21.61875,9.9081,390.1738,0,0,825.923,3474.1445,1242.943,8503.8883,491.4438,6855.8155,984.9943,0,0,0,13124267,9873.142201,,3.991,32.11687986,,,169320,
2007Afghanistan,Afghanistan,Rest,2007,15.10616667,2.268,531.4489,1989.9153,9055.3975,4263.6313,0,790.6059,567.2014,5742.1641,817.5317,0,0,0,0,26616792,1061217.602,,6.46,,,,13500,
2007Albania,Albania,Rest,2007,13.8905,4.2233,2224.082,1406.3838,0,2944.5852,7545.09,8409.1787,838.1698,0,392.3619,0,0,0,0,2970017,391883.1842,,1.668,2.517482517,,3.26868,7799.6,7040
2007Algeria,Algeria,Rest,2007,24.06533333,101.4079,101.4079,2458.2792,638.7824,529.1809,3699.2219,13456.2115,964.3924,1617.1979,0,392.3619,0,0,0,34300076,41629.40441,,2.662,99.39240779,,,16888,
2007Andorra,Andorra,Rest,2007,12.15525,0.5386,2143.7186,605.2663,877.7962,0,9253.9507,8362.6217,1743.4205,377.0308,0,392.3619,0,0,0,82683,8322.815484,,1.18,,,2.07097,160,
2007Angola,Angola,Rest,2007,22.42708333,23.6299,23.6299,398.244,0,1632.9947,3700.7734,0,9117.3291,6637.7794,2268.5075,0,0,0,0,20997687,22621.8649,,6.368,22.3811004,,,588544,
2007Argentina,Argentina,Rest,2007,14.62808333,171.887,171.887,356.3927,0,0,859.383,5742.1641,567.2014,2850.6411,1167.9633,1728.1637,1593.4523,8890.2665,0,39970224,98053.76982,,2.413,63.43899828,6.718800912,4.4626,295500,
2007Armenia,Armenia,Rest,2007,9.53525,5.1591,824.5071,1914.334,3837.1457,7146.846,1743.4205,1342.4762,5742.1641,1209.8936,0,0,0,0,0,2933056,4603.588593,,1.702,25.24584605,43.28585961,3.01894,3316,2521
2007Australia,Australia,Top20,2007,22.48675,392.3619,392.3619,0,377.0308,0,10241.3994,0,2869.4925,290.1671,2594.0591,6991.1173,0,0,0,20827600,48083.43873,,1.959,91.35192753,,4.65726,1258690,279044
2007Austria,Austria,Rest,2007,7.9765,72.0741,2530.3533,290.1671,877.7962,2944.5852,7714.0474,8240.2213,838.1698,0,392.3619,0,0,0,0,8295487,478295.4181,,1.38,30.07730148,,5.1469,38546,
2007Azerbaijan,Azerbaijan,Rest,2007,12.51483333,27.5327,846.8807,1914.334,3837.1457,7146.846,1743.4205,1342.4762,5742.1641,1209.8936,0,0,0,0,0,8581300,1300.597659,,1.97,89.17929235,,2.54928,9296.4,12893
2007Bahamas,Bahamas,Rest,2007,26.03475,1.6891,1.6891,6203.3031,567.2014,356.3927,1678.1486,780.1306,1883.6194,3019.4607,8497.9789,0,769.3927,0,0,342328,6359.822427,,1.874,,,,5150,
2007Bahrain,Bahrain,Rest,2007,27.21608333,23.0579,900.8541,1641.3,1929.6916,9268.8859,1278.5282,1240.1671,959.5633,6098.5568,461.139,0,0,0,0,1035891,1269.887377,,2.297,100,,2.575,4.8,
2007Bangladesh,Bangladesh,Rest,2007,25.34375,39.8428,1390.9757,7146.846,4591.6998,290.1671,2322.0535,926.8316,567.2014,0,5742.1641,817.5317,0,0,0,147139191,17200.38015,,2.522,97.5842606,,2.20222,14498,
2007Barbados,Barbados,Rest,2007,27.36641667,1.363,1.363,356.3927,6203.3031,567.2014,2143.18,605.2663,746.8593,2122.6332,9738.146,503.2534,0,769.3927,0,276150,12004.28336,,1.768,,,5.18462,63,
2007Belarus,Belarus,Rest,2007,7.928166667,57.6253,1158.3126,2176.9399,1942.0676,8497.9789,2310.6219,6140.4081,1194.5625,0,392.3619,0,0,0,0,9560953,1957111.987,,1.429,99.84291055,,5.1521,84752,9353
2007Belgium,Belgium,Rest,2007,11.1455,104.5105,2562.7897,290.1671,877.7962,1593.4523,14807.3444,2959.1962,0,377.0308,0,392.3619,0,0,0,10625700,49988.08105,,1.82,39.44794809,55.09893977,5.84904,6770,130810
2007Belize,Belize,Rest,2007,25.85875,0.4763,0.4763,6203.3031,567.2014,356.3927,0,2143.18,1908.5515,1530.3342,8926.1396,1743.4948,377.0308,0,0,298407,7495.582799,,2.893,,,,14064.7,
2007Benin,Benin,Rest,2007,28.0705,4.5631,4.5631,0,2253.3748,1771.1117,356.3927,1351.1329,15510.8028,880.2842,1240.1671,392.3619,0,0,0,8454791,1796.760634,,5.522,98.63636364,,3.22981,47110,
2007Bhutan,Bhutan,Rest,2007,12.6995,0.392,8498.3709,0,4591.6998,605.2663,2535.5419,398.244,567.2014,5742.1641,461.139,356.3927,0,0,0,686958,9935.578323,,2.64,,,,26755,
2007Bolivia,Bolivia,Rest,2007,21.12933333,11.9319,368.3246,0,0,461.139,5742.1641,1329.4183,2094.3063,638.7824,529.1809,3336.9471,8890.2665,377.0308,0,9441444,21812.18253,,3.427,58.30136031,,,577240,
2007Botswana,Botswana,Rest,2007,22.4005,4.32,402.564,0,0,348.6153,2999.4852,1985.6676,7916.2387,2096.7057,6982.3312,1028.3404,0,0,0,1914414,1596797.584,,2.918,100,,8.85149,117062,
2007Brazil,Brazil,Top20,2007,25.668,356.3927,356.3927,0,0,0,6601.5471,2710.3814,605.2663,877.7962,1593.4523,1743.4948,8890.2665,377.0308,0,191026637,1557.758965,,1.884,8.744751734,2.774364423,4.97426,5034236,
2007Bulgaria,Bulgaria,Rest,2007,12.314,53.1884,1909.0742,1770.3567,0,2944.5852,7146.846,8451.03,1194.5625,0,392.3619,0,0,0,0,7545338,1856.76817,,1.49,59.07958171,34.1034539,3.65297,36854,12209
2007Burkina Faso,Burkina Faso,Rest,2007,28.98325,1.6451,1.6451,0,2748.4463,1632.4329,0,7093.297,9768.6387,880.2842,1240.1671,392.3619,0,0,0,14252021,8739.274637,,6.116,,,4.58858,58290,
2007Burundi,Burundi,Rest,2007,20.58091667,0.1905,0.1905,398.244,1167.9633,3280.8245,528.5876,9473.7218,895.6153,1240.1671,6770.5045,0,0,0,0,7939573,202601.1727,,6.534,,,,2098,
2007Cambodia,Cambodia,Rest,2007,27.24183333,3.634,3.634,8875.0097,1743.4205,2863.6104,290.1671,1565.7187,1290.8045,567.2014,5742.1641,461.139,356.3927,0,0,13676693,4596579.517,,3.086,95.63465413,,1.5993,104762,
2007Cameroon,Cameroon,Rest,2007,25.20983333,8.2475,8.2475,0,1866.0307,2158.4558,1707.5256,1593.4523,13456.2115,2581.5903,392.3619,0,0,0,0,18395389,262266.6948,,5.266,25.17642571,,3.07523,205760,
2007Canada,Canada,Top20,2007,-4.060916667,567.2014,567.2014,5742.1641,461.139,528.5876,3523.1439,9536.8263,877.7962,1351.1329,769.3927,398.244,0,0,0,32887928,507.1155805,,1.6589,25.01652272,14.92345269,4.78036,3474664,503471
2007Cape Verde,Cape Verde,Rest,2007,24.79366667,0.5056,0.5056,0,1713.9846,1390.8544,7018.2043,1028.3404,2944.5852,7146.846,1743.4205,377.0308,392.3619,0,0,486438,17542.31653,,2.925,,,5.40755,841.9,
2007Central African Republic,Central African Republic,Rest,2007,26.06783333,0.2528,0.2528,348.6153,2046.5963,2980.4078,0,9096.691,880.2842,7941.8945,461.139,0,0,0,0,4275800,34265.05187,,5.322,,,1.31289,222948,
2007Chad,Chad,Rest,2007,27.86016667,0.4617,0.4617,1103.8138,2522.4287,1749.3769,0,9096.691,7189.6497,1701.3061,392.3619,0,0,0,0,10775708,64218.53456,,6.901,,,,58878,
2007Chile,Chile,Rest,2007,9.489916667,65.6013,65.6013,356.3927,0,0,461.139,6140.4081,567.2014,2535.5419,953.8816,906.2117,4184.7523,503.2534,7146.846,16491687,59478.83362,,1.945,55.84440001,,3.21379,161176,
2007China,China,Top20,2007,8.12675,7146.846,7146.846,4688.0057,906.2117,638.7824,2850.6411,567.2014,398.244,6203.3031,0,0,356.3927,0,0,1317885000,24729.49452,,1.577,82.84225986,1.893174152,,1960704.6,1150677
2007Colombia,Colombia,Rest,2007,25.494,60.8214,60.8214,0,6559.6958,567.2014,0,2143.18,713.3432,2232.2347,1769.348,9001.2323,392.3619,377.0308,0,44374572,207055.5679,,2.118,18.46660872,,4.0587,595749.4,
2007Comoros,Comoros,Rest,2007,26.60458333,0.1026,0.1026,398.244,348.6153,2170.4809,2306.7224,8067.7955,3693.2655,0,567.2014,5742.1641,461.139,0,0,641620,334100.9855,,4.927,,,,408,
2007Congo Dem Republic,Congo Dem Republic,Rest,2007,24.38508333,1.8038,1.8038,398.244,348.6153,2749.0396,1879.7205,7503.2387,1970.4831,8445.1479,461.139,0,0,0,0,58417562,981.4074601,,6.649,1.103780766,,,1550692,
2007Costa Rica,Costa Rica,Rest,2007,26.38291667,7.8168,7.8168,461.139,6098.5568,567.2014,0,1678.1486,780.1306,2281.8634,2621.2167,7539.2079,1351.1329,377.0308,0,4369469,463.3381698,,2.006,7.977900552,,4.6589,25366,
2007Croatia,Croatia,Rest,2007,13.0665,23.008,1952.6996,818.7547,877.7962,2944.5852,7714.0474,8240.2213,838.1698,0,392.3619,0,0,0,0,4436000,47810.35179,,1.48,62.19210841,,3.97112,19098,3808
2007Cuba,Cuba,Rest,2007,26.27975,27.3718,27.3718,6203.3031,567.2014,356.3927,1678.1486,780.1306,1883.6194,2516.2073,7650.0994,1351.1329,769.3927,0,0,11303687,62815.12711,,1.581,96.95301861,,11.86821,27910,
2007Cyprus,Cyprus,Rest,2007,19.94533333,8.3543,298.5214,2807.4878,1879.7205,8740.2983,398.244,2687.6527,6098.5568,853.5009,0,0,0,0,0,1063712,185597.58,,1.479,99.938411,,6.25248,1728.5,
2007Czech Republic,Czech Republic,Rest,2007,9.601333333,123.6702,2581.9494,290.1671,877.7962,2944.5852,7714.0474,7883.8286,1194.5625,0,392.3619,0,0,0,0,10298828,21538.87274,,1.45,66.28230254,29.82088328,3.86663,26510,81059
2007Denmark,Denmark,Rest,2007,-16.53308333,53.3672,2046.615,755.1985,877.7962,2160.6537,14240.143,2204.5595,1131.6675,0,392.3619,0,0,0,0,5461438,14990.23212,,1.84,71.76721945,,7.6156,5694.6,67815
2007Djibouti,Djibouti,Rest,2007,29.78633333,0.4617,349.077,819.348,1816.1643,2391.4918,9117.3291,503.2534,1988.9217,567.2014,5742.1641,461.139,0,0,0,809402,2210.534026,,3.617,,,8.40625,56,
2007Dominica,Dominica,Rest,2007,27.09441667,0.1539,0.1539,0,6559.6958,567.2014,2458.2792,290.1671,746.8593,2122.6332,10241.3994,0,0,769.3927,0,70950,23632.20621,,,,,,454.6,
2007Dominican Republic,Dominican Republic,Rest,2007,26.626,20.5845,20.5845,5742.1641,817.5317,567.2014,2143.18,315.0992,1883.6194,1276.0402,8890.2665,1351.1329,392.3619,377.0308,0,9504353,22063.79845,,2.687,84.64808362,,2.04679,17180,
2007Ecuador,Ecuador,Rest,2007,22.35975,30.0427,30.0427,356.3927,6203.3031,0,567.2014,892.5605,1963.9627,290.1671,2471.2485,2135.7824,8497.9789,377.0308,0,14205453,3061.633391,,2.736,43.45834351,,,131777.6,
2007Egypt,Egypt,Rest,2007,23.58433333,185.2218,824.0042,2094.8996,892.5605,1749.3769,8740.2983,880.2842,7905.9253,853.5009,0,0,0,0,0,79537253,260412.3099,,3.016,86.94067722,,3.68461,682,
2007El Salvador,El Salvador,Rest,2007,25.47516667,7.5685,7.5685,6203.3031,0,923.5941,0,1678.1486,780.1306,3522.0305,8527.8956,1743.4948,377.0308,0,0,6083475,2669264.916,,2.41,43.79624849,,3.05447,3002,
2007Equatorial Guinea,Equatorial Guinea,Rest,2007,25.77366667,5.284,5.284,0,1211.8907,2812.5958,1707.5256,0,8740.2983,7650.7887,1632.529,0,0,0,0,829327,13848.69655,,5.433,,,,16614,
2007Eritrea,Eritrea,Rest,2007,27.48541667,0.512,349.1273,819.348,2916.8516,1290.8045,8740.2983,880.2842,1988.9217,6309.3655,461.139,0,0,0,0,4153332,794.3663805,,4.818,99.30555556,,,15452,
2007Estonia,Estonia,Rest,2007,6.830833333,19.8053,1120.4926,1647.759,2471.2485,8497.9789,2310.6219,5742.1641,1592.8065,0,392.3619,0,0,0,0,1340680,11111.82255,,1.69,98.81050041,,4.66396,22448,2909
2007Ethiopia,Ethiopia,Rest,2007,23.724,6.1997,6.1997,877.7962,2504.5754,1993.2478,8740.2983,880.2842,1988.9217,567.2014,5742.1641,461.139,0,0,0,81000409,3441355.939,,5.355,4.567239921,,5.45113,127184,
2007Fiji,Fiji,Rest,2007,26.05533333,1.1578,1.1578,0,392.3619,0,2120.4513,0,15510.8028,1351.1329,1283.8176,1482.4692,1614.5924,0,0,834812,26056.81292,,2.774,,,5.84843,9955.1,
2007Finland,Finland,Rest,2007,3.092333333,65.1784,1165.8657,1647.759,2471.2485,9065.1803,7485.5846,461.139,1131.6675,0,392.3619,0,0,0,0,5288720,332060.6339,,1.83,40.71635178,28.83008185,5.68609,221730,71325
2007France,France,Top20,2007,13.89658333,363.9729,2458.2792,290.1671,877.7962,1593.4523,14807.3444,1719.0291,1240.1671,377.0308,0,392.3619,0,0,0,64016229,822.062785,,1.98,9.994820509,77.99922662,5.44519,160862,779708
2007Gabon,Gabon,Rest,2007,25.06358333,4.0777,4.0777,0,1211.8907,2812.5958,1707.5256,0,8740.2983,7650.7887,1632.529,0,0,0,0,1489193,38705.19994,,4.164,53.34486736,,,220000,
2007Gambia,Gambia,Rest,2007,28.36491667,0.3517,0.3517,0,2143.18,1708.5183,529.1809,6770.5045,2944.5852,7146.846,2120.4513,0,392.3619,0,0,1539116,4439.861186,,5.785,,,1.30851,4746,
2007Georgia,Georgia,Rest,2007,9.525916667,5.6735,825.0215,1914.334,3837.1457,7146.846,1743.4205,1342.4762,5742.1641,1209.8936,0,0,0,0,0,4082000,2054.532558,,1.766,18.17090735,,2.69687,27924.6,5416
2007Germany,Germany,Top20,2007,9.9975,785.5881,2458.2792,290.1671,877.7962,1593.4523,14807.3444,2959.1962,377.0308,0,392.3619,0,0,0,0,82266372,6741.318083,,1.37,62.79236755,22.1780347,4.34303,113940,947807
2007Ghana,Ghana,Rest,2007,27.62766667,9.2877,9.2877,0,829.0043,3551.8749,0,1351.1329,15510.8028,880.2842,1240.1671,392.3619,0,0,0,22700212,15014.80136,,4.392,46.5892806,,5.51987,91098,
