,CO2,CO2prox1000,CO2prox2000,CO2prox3000,CO2prox4000,CO2prox5000,CO2prox6000,CO2prox7000,CO2prox8000,CO2prox9000,CO2prox10000,CO2prox11000,CO2prox12000,CO2prox13000,Population,GDP,FertilityRate,ElecFossi,ElecNuclear,ForestArea
359,44.6247,427.839,1846.8836,3562.2038,2435.1576,1396.1105,845.1195,4881.8852,770.0611,0.0,0.0,0.0,0.0,0.0,7382000,661.4952542000001,2.74,91.16024895,0.0,8558.0
360,1.788,1.788,5173.2008,433.2944,210.5758,1819.8222,750.1647,2157.7778,2069.1873,3065.5006,0.0,441.11199999999997,0.0,0.0,266134,3255.33713,2.6210000000000004,100.0,0.0,5150.0
361,12.2899,446.4839,778.9,2017.0919,4997.2734,709.7603,1098.1753,701.4641,5092.460999999999,291.3156,0.0,0.0,0.0,0.0,523087,441.73078780000003,3.471,100.0,0.0,2.5
362,11.8756,642.2186,2435.1576,4012.4676,148.55700000000002,2285.2616,791.7778,433.2944,0.0,4881.8852,501.8914,0.0,0.0,0.0,111221938,9964.277909,4.146,91.05014617,0.0,14888.0
363,0.9783,0.9783,210.5758,5173.2008,433.2944,2226.1449,492.399,438.4195,2243.8781,4163.6759,297.9352,0.0,441.11199999999997,0.0,262184,5882.186485,1.729,99.95478122,0.0,63.0
364,87.9768,1329.001,1712.1770000000001,2208.7575,3065.5006,1829.4049,5120.768,674.8337,0.0,268.1697,0.0,0.0,0.0,0.0,10216000,1205113.228,1.764,99.95478122,0.0,78786.0
365,113.1631,2683.15,148.55700000000002,434.194,2009.2208,8380.6802,2136.8847,0.0,172.9423,0.0,268.1697,0.0,0.0,0.0,10045158,30811.151719999998,1.65,37.43873407,60.8542221,6670.0
366,0.3554,0.3554,5173.2008,433.2944,210.5758,0.0,2226.1449,2353.0628,1246.7323,3406.1696,898.5127,172.9423,0.0,0.0,194317,3194.926589,4.363,100.0,0.0,15846.8
367,0.3932,0.3932,0.0,2021.3436,1370.2771,210.5758,630.3430000000001,10050.8736,470.8775,1098.1753,268.1697,0.0,0.0,0.0,5331803,1890.49898,6.603,100.0,0.0,56210.0
368,0.2162,3065.7168,0.0,4012.4676,492.399,2494.3146,238.8828,433.2944,4881.8852,291.3156,210.5758,0.0,0.0,0.0,531525,13876.498969999999,5.216,45.85406302,0.0,25265.7
369,6.7499,217.3257,0.0,0.0,291.3156,4881.8852,1041.9222,2200.2419,348.0937,234.6573,2907.7335,3831.2681,172.9423,0.0,7131707,13876.498969999999,4.7410000000000005,45.85406302,0.0,622542.0
370,3.3,242.1828,0.0,0.0,199.5367,1789.625,2004.495,2876.2696,2307.156,5980.0605,724.61,0.0,0.0,0.0,1455833,1001280.814,4.292,100.0,0.0,134814.0
371,210.5758,210.5758,0.0,0.0,0.0,5412.0836,2659.4393,492.399,434.194,2009.2208,898.5127,3831.2681,172.9423,0.0,154564278,362.2192408,2.7560000000000002,4.852894942,0.7276653479999999,5416188.0
372,55.1726,1851.0765,1356.8339999999998,0.0,2639.5638,2435.1576,6950.1729,674.8337,0.0,268.1697,0.0,0.0,0.0,0.0,8540164,1282.209347,1.55,61.76635776,32.44032575,33366.0
373,0.6302,0.6302,0.0,2718.5439,883.6526,0.0,5512.2282,5168.9884,470.8775,1098.1753,268.1697,0.0,0.0,0.0,9297113,3610.9449619999996,6.95,1.278772379,0.0,67272.0
374,0.2162,0.2162,238.8828,582.751,2647.4349,552.895,4827.8965,566.1049,1098.1753,5606.4952,0.0,0.0,0.0,0.0,5661139,94389.32935,7.432,1.278772379,0.0,2708.0
375,1.3484,1.3484,3238.4429,1396.1105,2711.5845,148.55700000000002,1647.3469,1161.5228,433.2944,4881.8852,291.3156,210.5758,0.0,0.0,9621504,1035554.63,5.237,1.278772379,0.0,126644.0
376,2.5778,2.5778,0.0,1363.0442,2028.5765,840.9188,2009.2208,7750.3372,1860.3684,268.1697,0.0,0.0,0.0,0.0,12408931,159042.829,6.263999999999999,1.278772379,0.0,238760.0
377,433.2944,433.2944,4881.8852,291.3156,552.895,4026.3127,4190.4009,434.194,630.3430000000001,441.11199999999997,238.8828,0.0,0.0,0.0,28519597,368.1935544,1.71,22.82352353,15.48822843,3481788.0
378,0.1063,0.1063,0.0,1539.5385,1389.5812,5554.9619999999995,724.61,2639.5638,2435.1576,1396.1105,172.9423,268.1697,0.0,0.0,359090,18961.25144,5.011,17.30537048,0.0,626.2
379,0.2162,0.2162,199.5367,1398.1648,2424.2622,0.0,4654.9542,470.8775,6681.5246,291.3156,0.0,0.0,0.0,0.0,3095807,17031.64702,5.727,17.30537048,0.0,225288.0
380,0.0843,0.0843,754.4164,2398.3215,869.2258,0.0,4654.9542,5786.0571,1389.4909,268.1697,0.0,0.0,0.0,0.0,6349089,35312.57105,7.376,17.30537048,0.0,66292.0
381,31.7226,31.7226,210.5758,0.0,0.0,291.3156,5120.768,433.2944,2494.3146,691.9357,407.5996,3737.7391,297.9352,2435.1576,13671033,35312.57105,2.456,17.30537048,0.0,153772.0
382,2435.1576,2435.1576,4035.6743,407.5996,348.0937,2838.1566,433.2944,238.8828,5173.2008,0.0,0.0,210.5758,0.0,0.0,1164970000,13521.40474,2.021,82.41542562,0.0,1611125.8
383,53.7182,53.7182,0.0,5383.7766,433.2944,0.0,2226.1449,582.7248,2357.3145,1332.8326,3363.4358,268.1697,172.9423,0.0,35558682,126745.7282,2.86,31.33499271,0.0,638932.9
384,0.066,0.066,238.8828,199.5367,1013.5573,2190.0342,3256.2223,3615.9071,0.0,433.2944,4881.8852,291.3156,0.0,0.0,436448,236866.3291,6.171,0.312860201,0.0,482.0
385,1.4979,1.4979,238.8828,199.5367,2400.3062,1183.238,2645.7334,2182.1631,6979.4598,291.3156,0.0,0.0,0.0,0.0,37346147,882.0294292000001,6.767,0.312860201,0.0,1597402.0
386,4.2081,4.2081,291.3156,5092.460999999999,433.2944,0.0,1819.8222,750.1647,2396.6606,1830.3045,2703.3273,630.3430000000001,172.9423,0.0,3257466,332.17002180000003,3.0439999999999996,17.16205212,0.0,25264.0
387,15.0194,2032.1113,701.452,434.194,2639.5638,2868.452,6727.4543,464.2579,0.0,268.1697,0.0,0.0,0.0,0.0,4470000,20684.773380000002,1.48,51.07840935,0.0,18570.0
388,22.2266,22.2266,5173.2008,433.2944,210.5758,1819.8222,750.1647,2157.7778,1771.2521,2733.0928,630.3430000000001,441.11199999999997,0.0,0.0,10733363,40490.8513,1.6840000000000002,87.71017507,0.0,21334.0
389,5.3143,153.8713,2451.2859,1183.238,4444.3784,238.8828,2002.3472,5092.460999999999,559.4853,0.0,0.0,0.0,0.0,0.0,800609,94546.59946,2.3369999999999997,100.0,0.0,1632.1
390,134.7698,2704.7567,148.55700000000002,434.194,2639.5638,2868.452,6516.8785,674.8337,0.0,268.1697,0.0,0.0,0.0,0.0,10319123,12619.9373,1.71,76.88334998,20.74267233,26290.0
391,56.8356,2220.4998,554.8797,434.194,2442.5152,7947.3858,1687.4261,622.4009,0.0,268.1697,0.0,0.0,0.0,0.0,5171370,289.1326495,1.76,95.23065912,0.0,5516.6
392,0.3114,199.8481,383.2143,1036.6657,2402.547,4617.3207,297.9352,1576.9208,433.2944,4881.8852,291.3156,0.0,0.0,0.0,615054,1179.433457,5.869,89.98387386,0.0,56.0
393,0.0586,0.0586,0.0,5383.7766,433.2944,2569.9869,148.55700000000002,438.4195,2243.8781,4461.6111,0.0,0.0,441.11199999999997,0.0,70970,8450.777237,2.5,89.98387386,0.0,494.7
394,9.7115,9.7115,4881.8852,501.8914,433.2944,2226.1449,343.842,2157.7778,673.0768,3831.2681,630.3430000000001,268.1697,172.9423,0.0,7468551,8450.777237,3.3289999999999997,89.98387386,0.0,11812.0
395,17.3089,17.3089,210.5758,5173.2008,0.0,433.2944,922.64,1886.2297,148.55700000000002,2443.4148,1664.2802,3065.5006,172.9423,0.0,10705667,2201.205464,3.594,30.8782657,0.0,144504.6
396,92.6442,440.7379,1882.0042,922.64,869.2258,4444.3784,470.8775,6623.9307,559.4853,0.0,0.0,0.0,0.0,0.0,60035536,152008.1681,4.247,78.76439424,0.0,470.0
397,3.3788,3.3788,5173.2008,0.0,643.8702,0.0,1819.8222,750.1647,3494.8359,3167.2868,898.5127,172.9423,0.0,0.0,5400331,1957929.784,3.815,24.13937867,0.0,3680.0
398,0.1576,0.1576,0.0,844.7422,2546.8785,840.9188,0.0,4444.3784,6077.3727,1366.345,0.0,0.0,0.0,0.0,455148,10885.76099,5.984,100.0,0.0,18366.0
399,0.44,199.9767,383.2143,2277.6899,1161.5228,4444.3784,470.8775,1576.9208,5315.1796,291.3156,0.0,0.0,0.0,0.0,3118582,503.9348169,6.233,100.0,0.0,16210.0
400,24.0104,1265.0346,1477.5197,2443.4148,3065.5006,1829.4049,4881.8852,913.7165,0.0,268.1697,0.0,0.0,0.0,0.0,1533091,7358.3868680000005,1.71,99.99154763,0.0,22134.0
401,1.5402,1.5402,434.194,1424.1055,2163.6642,4444.3784,470.8775,1576.9208,433.2944,4881.8852,291.3156,0.0,0.0,0.0,51647768,2751786.2539999997,7.143,7.252215955,0.0,164442.0
402,0.7438,0.7438,0.0,268.1697,0.0,1569.0528,0.0,10050.8736,630.3430000000001,684.1159,1244.8307,1673.2499,0.0,0.0,744531,13175.959990000001,3.352,31.88393244,0.0,9584.1
403,52.3543,1293.3785,1477.5197,2443.4148,3498.795,6277.9957,291.3156,622.4009,0.0,268.1697,0.0,0.0,0.0,0.0,5041992,205207.6907,1.85,31.88393244,33.36509311,219890.0
404,369.745,2569.9869,148.55700000000002,434.194,2009.2208,8380.6802,1038.7094,1098.1753,172.9423,0.0,268.1697,0.0,0.0,0.0,58851216,461.84198160000005,1.74,10.92060842,73.57324064,146066.0
405,4.6151,4.6151,0.0,844.7422,2546.8785,840.9188,0.0,4444.3784,6077.3727,1366.345,0.0,0.0,0.0,0.0,1004676,21610.45259,5.263,27.49244713,0.0,220000.0
406,0.1795,0.1795,0.0,2226.1449,1141.3943,234.6573,5606.4952,2639.5638,2435.1576,1569.0528,0.0,268.1697,0.0,0.0,979718,2642.946284,6.082000000000001,41.68908015,0.0,4458.0
407,20.1092,403.3235,1846.8836,3562.2038,2435.1576,1396.1105,845.1195,4881.8852,770.0611,0.0,0.0,0.0,0.0,0.0,4873500,1249.9151160000001,2.076,41.68908015,0.0,27539.6
408,897.1822,2569.9869,148.55700000000002,434.194,2009.2208,8380.6802,2136.8847,172.9423,0.0,268.1697,0.0,0.0,0.0,0.0,80624598,8342.633065,1.29,65.76380249,29.756854399999998,113108.0
409,3.1893,3.1893,0.0,776.0677,2826.1288,0.0,630.3430000000001,10050.8736,470.8775,1098.1753,268.1697,0.0,0.0,0.0,15463854,8342.633065,5.403,93.69241101,0.0,86834.0
410,77.6814,976.4031,2254.0162,0.0,2639.5638,2674.0404,6921.8659,464.2579,0.0,268.1697,0.0,0.0,0.0,0.0,10399061,88625.63791,1.36,93.69241101,0.0,33594.0
411,0.1172,0.1172,210.5758,5173.2008,433.2944,2226.1449,343.842,586.9765,2243.8781,4163.6759,297.9352,0.0,441.11199999999997,0.0,97198,7680.561656,3.551,37.24878725,0.0,169.9
412,4.9162,296.2318,4881.8852,433.2944,210.5758,0.0,1819.8222,750.1647,3255.9531,3406.1696,898.5127,172.9423,0.0,0.0,9708544,497311.1651,5.32,37.24878725,0.0,46400.0
413,1.0589,1.0589,0.0,776.0677,2591.4715,234.6573,5945.5226,2300.5364,2435.1576,1569.0528,268.1697,0.0,0.0,0.0,6758838,352757.9972,6.535,24.11347518,0.0,71920.0
414,1.0442,1.0442,210.5758,0.0,5173.2008,1355.9344,1886.2297,348.0937,2243.8781,0.0,4461.6111,268.1697,172.9423,0.0,748134,239286.7294,3.0660000000000003,24.11347518,0.0,166524.0
415,0.9089,0.9089,5173.2008,210.5758,433.2944,1819.8222,750.1647,2157.7778,673.0768,3831.2681,630.3430000000001,268.1697,172.9423,0.0,7386975,33971.16222,5.21,24.11347518,0.0,1146.0
416,2.7824,2.7824,5173.2008,0.0,643.8702,0.0,2226.1449,343.842,3494.8359,3167.2868,898.5127,172.9423,0.0,0.0,5247836,87025.05729,4.952,6.44472898,0.0,77872.0
417,58.2739,2223.9228,552.895,434.194,2639.5638,2868.452,6516.8785,674.8337,0.0,268.1697,0.0,0.0,0.0,0.0,10369341,108512.4122,1.77,55.14281206,44.07132713,18242.0
418,1.9513,554.8463,1610.7692,988.1741,7325.3,2726.4732,2237.0293,238.8828,172.9423,0.0,268.1697,0.0,0.0,0.0,261057,1790908.1719999998,2.21,0.131984162,0.0,186.4
419,630.3430000000001,630.3430000000001,2669.8149,521.036,3749.1733,2494.3146,238.8828,0.0,433.2944,4881.8852,501.8914,0.0,0.0,0.0,906021106,17727.92862,3.877,77.25257354,1.99477432,642292.0
420,172.9423,172.9423,0.0,4729.7808,0.0,2443.4148,148.55700000000002,1886.2297,922.64,433.2944,5173.2008,0.0,210.5758,0.0,187766086,11056.183309999999,2.929,76.16168429,0.0,1147178.0
421,234.6573,434.194,778.9,4452.2495,2562.1158,1807.9356,0.0,701.4641,5092.460999999999,291.3156,0.0,0.0,0.0,0.0,58260738,4878115.081,4.138999999999999,86.12324538,0.0,91259.8
422,67.5507,650.3017,750.1647,2450.1652,4444.3784,536.818,1271.1176,5315.1796,770.0611,0.0,0.0,0.0,0.0,0.0,18458187,10499.11772,5.702000000000001,97.23320158,0.0,8068.0
423,31.6288,1851.451,750.1647,148.55700000000002,2876.7092,5512.2282,4333.1595,238.8828,172.9423,0.0,268.1697,0.0,0.0,0.0,3558430,81159.66819,1.99,94.79087452,0.0,4989.9
424,37.5249,385.6186,1882.0042,1552.983,4444.3784,238.8828,2002.3472,5092.460999999999,559.4853,0.0,0.0,0.0,0.0,0.0,5123000,21902.11951,2.7,99.88466433,0.0,1362.0
425,406.3227,2017.0919,701.452,434.194,2009.2208,3498.795,5629.279,1562.4332,0.0,268.1697,0.0,0.0,0.0,0.0,56797087,123.5327672,1.3,79.26644152,0.0,77458.0
426,3.0228,3.0228,0.0,776.0677,2591.4715,234.6573,5512.2282,5168.9884,0.0,1569.0528,268.1697,0.0,0.0,0.0,13163019,43844.94278,6.454,43.35135135,0.0,102432.0
427,8.1382,8.1382,5173.2008,210.5758,433.2944,922.64,1647.3469,2157.7778,673.0768,3831.2681,630.3430000000001,268.1697,172.9423,0.0,2465362,3818.717158,2.86,95.52388097,0.0,3438.6
428,1098.1753,1396.1105,2435.1576,2182.1631,630.3430000000001,502.827,2575.3073,5949.2685,0.0,238.8828,0.0,210.5758,0.0,0.0,124229000,2166.038128,1.5019999999999998,65.15279196,24.68432028,249352.0
429,12.3309,360.4246,1882.0042,1552.983,4444.3784,238.8828,1569.0528,5525.7554,559.4853,0.0,0.0,0.0,0.0,0.0,3968198,16516.15437,5.096,99.63817277,0.0,975.0
430,256.2889,256.2889,2392.4351,5835.0242,1396.1105,172.9423,433.2944,5388.9377,291.3156,210.5758,0.0,0.0,0.0,0.0,16439095,16516.15437,2.5,91.69780293,0.0,34106.0
431,6.0911,6.0911,199.5367,622.0971,2647.4349,2988.0526,2182.1631,1874.856,0.0,5315.1796,291.3156,0.0,0.0,0.0,24963953,1251.155244,5.755,4.286964128999999,0.0,44906.0
432,0.0256,0.0256,0.0,0.0,291.3156,6681.5246,297.9352,4617.3207,210.5758,2794.0072,789.5369999999999,438.4195,0.0,0.0,74769,478.26819950000004,4.5760000000000005,100.0,0.0,121.5
433,23.2938,606.0448,0.0,2647.4349,4997.2734,709.7603,1098.1753,701.4641,5092.460999999999,291.3156,0.0,0.0,0.0,0.0,0,27845.86394,2.682,100.0,0.0,37.3
434,13.8496,13.8496,5309.3787,989.8709,3497.2625,0.0,940.3469,4881.8852,291.3156,210.5758,0.0,0.0,0.0,0.0,4515400,27845.86394,3.52,33.28015084,0.0,8407.8
435,0.2565,0.2565,3536.3781,3107.3961,702.3637,492.399,2226.1449,672.1772,0.0,5173.2008,0.0,210.5758,0.0,0.0,4502363,27845.86394,5.928,34.24621805,0.0,174211.2
436,14.0279,1255.0521,1477.5197,2443.4148,3065.5006,1829.4049,4881.8852,913.7165,0.0,268.1697,0.0,0.0,0.0,0.0,2614338,27845.86394,1.73,34.24621805,0.0,31866.0
437,7.6475,355.7412,2251.7492,1183.238,4444.3784,536.818,1704.412,5092.460999999999,559.4853,0.0,0.0,0.0,0.0,0.0,2821862,6744.657233,2.841,80.90692124,0.0,1310.0
438,1.5865,240.4693,0.0,0.0,199.5367,1013.5573,2400.61,3256.2223,2307.156,1098.1753,5606.4952,0.0,0.0,0.0,1667121,5414.275712,4.7589999999999995,100.0,0.0,404.0
439,0.2821,0.2821,0.0,776.0677,2591.4715,234.6573,5512.2282,2733.8308,2435.1576,1569.0528,268.1697,0.0,0.0,0.0,2022729,3143.591512,6.336,100.0,0.0,48690.0
440,30.4957,30.4957,2365.1856,787.5523,869.2258,2009.2208,3079.0278,6450.938,291.3156,268.1697,0.0,0.0,0.0,0.0,4651004,97570.09027999999,4.381,100.0,0.0,2170.0
441,19.9675,2569.9869,148.55700000000002,434.194,2009.2208,3498.795,7018.7699,172.9423,0.0,0.0,268.1697,0.0,0.0,0.0,29497,4405.8756969999995,1.97,19.31205521,0.0,65.8
442,19.9675,1260.9917,1477.5197,2443.4148,3065.5006,731.2296,6218.9433,674.8337,0.0,268.1697,0.0,0.0,0.0,0.0,3700114,4738.185695,1.97,19.31205521,78.91956006,19600.0
443,11.2104,2581.1973,148.55700000000002,434.194,2009.2208,8380.6802,2136.8847,0.0,172.9423,0.0,268.1697,0.0,0.0,0.0,392175,2143.6309149999997,1.64,84.54545455,0.0,870.0
444,8.5965,1804.5004,1356.8339999999998,0.0,2639.5638,2674.0404,6711.2901,674.8337,0.0,268.1697,0.0,0.0,0.0,0.0,1988659,4366.927117,2.131,86.01813685,0.0,9212.0
445,1.0039,1.0039,238.8828,199.5367,865.0003,727.822,4866.9915,2517.7318,1098.1753,0.0,5315.1796,291.3156,0.0,0.0,12301336,669108.8195,6.1160000000000005,85.12568641,0.0,135582.0
446,0.7951,0.7951,238.8828,199.5367,1013.5573,2017.0919,3371.5707,2575.3257,1098.1753,5315.1796,291.3156,0.0,0.0,0.0,9729717,3187.216797,6.683,85.12568641,0.0,38302.0
447,69.7503,242.6926,630.3430000000001,3001.2625,3342.0534,348.0937,989.0475,1819.8222,433.2944,0.0,5173.2008,210.5758,0.0,0.0,19012724,3187.216797,3.466,85.12568641,0.0,222190.0
448,0.4433,0.4433,406.3227,2312.2212,883.6526,0.0,7954.7434,2726.4732,1396.1105,172.9423,268.1697,0.0,0.0,0.0,8868263,45330.39224,7.146,100.0,0.0,65320.0
449,2.17,778.2377,1942.4762,434.194,630.3430000000001,4683.2612,5823.6906,1562.4332,0.0,268.1697,0.0,0.0,0.0,0.0,367618,45330.39224,2.11,100.0,0.0,3.5
450,0.9673,0.9673,776.0677,1942.4762,410.1125,473.5401,8246.059000000001,2435.1576,297.9352,1271.1176,0.0,268.1697,0.0,0.0,2141445,2277.201007,5.939,67.31182796,0.0,3954.0
451,1.32,1.32,0.0,238.8828,1064.537,3024.8266,2017.0919,3958.2263,210.5758,0.0,433.2944,4881.8852,291.3156,0.0,1084441,5756.124453,2.37,67.31182796,0.0,412.6
452,291.3156,291.3156,4881.8852,433.2944,0.0,210.5758,1819.8222,3857.5608,2881.6498,702.3637,1042.1681,0.0,0.0,0.0,88828310,7416.446123999999,3.273,71.39480973,2.9496327069999997,693792.0
453,20.1881,1816.092,1356.8339999999998,0.0,5074.7214,731.2296,6218.9433,674.8337,0.0,268.1697,0.0,0.0,0.0,0.0,3706000,552741.1912,2.199,98.00092621,0.0,3200.0
454,12.886,2448.0436,3405.3313,865.0003,1762.0602,1328.9627,701.4641,4881.8852,530.1984,0.0,210.5758,0.0,0.0,0.0,2243502,84045.94792,3.451,100.0,0.0,123722.0
455,25.2884,2165.6489,987.0889999999999,0.0,2639.5638,2868.452,6727.4543,464.2579,0.0,268.1697,0.0,0.0,0.0,0.0,608516,4725.863055,2.046,90.08128408,0.0,6260.0
456,25.2884,25.2884,2569.9869,148.55700000000002,434.194,7773.859,3356.8162,297.9352,1098.1753,172.9423,0.0,268.1697,0.0,0.0,25791494,2936.8379649999997,3.75,90.08128408,0.0,49618.0
457,1.0947,1.0947,238.8828,0.0,582.751,1750.2527,4268.7529,2277.3905,1396.1105,0.0,5606.4952,0.0,0.0,0.0,14071231,130697.9665,6.119,21.875,0.0,429400.0
458,1.23,240.1128,0.0,0.0,199.5367,1369.8578,2424.2622,2876.2696,2009.2208,7002.6057,0.0,0.0,0.0,0.0,1513721,273009.9499,4.97,1.794871795,0.0,86160.0
459,1.2572,631.6002,2669.8149,2828.192,1442.0173,2494.3146,238.8828,433.2944,4881.8852,291.3156,210.5758,0.0,0.0,0.0,19773772,273009.9499,5.015,5.3047404060000005,0.0,46336.0
460,152.834,2722.8209,148.55700000000002,434.194,2009.2208,8380.6802,2136.8847,0.0,172.9423,0.0,268.1697,0.0,0.0,0.0,15184166,273009.9499,1.59,93.23302419,4.928983721,3480.0
461,24.1989,24.1989,0.0,268.1697,0.0,172.9423,1098.1753,3024.4084,5961.6868,2442.5152,434.194,148.55700000000002,2569.9869,0.0,3531700,31057.68192,2.12,27.20860947,0.0,97542.0
462,2.2592,2.2592,5173.2008,210.5758,433.2944,0.0,1819.8222,750.1647,2396.6606,1830.3045,3333.6703,172.9423,0.0,0.0,4331277,90385.86052999999,4.27,49.0543014,0.0,43740.0
463,0.6998,0.6998,406.3227,2511.7579,473.5401,840.9188,4444.3784,5606.4952,1569.0528,268.1697,0.0,0.0,0.0,0.0,8549424,168.4822669,7.752000000000001,59.15464474,0.0,18216.0
464,86.7059,86.7059,0.0,2260.2264,1131.3943,840.9188,2009.2208,7750.3372,1860.3684,268.1697,0.0,0.0,0.0,0.0,100221563,11769.89999,6.395,59.15464474,0.0,164146.0
465,0.0073,0.0073,0.0,0.0,268.1697,0.0,1860.3684,7750.3372,2850.1396,238.8828,787.5523,2365.1856,0.0,0.0,0,5456.795802000001,2.235,42.51012146,0.0,79474.0
466,106.2412,1502.3517,4444.3784,172.9423,630.3430000000001,1194.7627,2659.4393,5173.2008,0.0,238.8828,0.0,210.5758,0.0,0.0,20937404,11846.26409,2.235,42.51012146,0.0,79474.0
467,30.4102,1824.3294,924.6247,2243.8781,632.8311,8245.321,1389.4909,622.4009,0.0,268.1697,0.0,0.0,0.0,0.0,4286401,59468.972010000005,1.88,0.080265045,0.0,121282.0
468,14.9825,449.1765,778.9,750.1647,6264.2006,1807.9356,0.0,701.4641,5092.460999999999,291.3156,0.0,0.0,0.0,0.0,1983277,94290.65141,6.472,100.0,0.0,20.0
469,67.6138,932.6141,199.5367,4936.7774,3795.1977,0.0,507.0525,433.2944,4881.8852,501.8914,0.0,0.0,0.0,0.0,113747135,216061.2513,5.76,55.55418972,1.1923786109999999,24448.0
470,0.2345,0.2345,1271.1176,3001.2625,630.3430000000001,2009.2208,434.194,925.6934,7346.9129,291.3156,0.0,0.0,210.5758,0.0,15894,175763.9814,2.95,33.27592146,0.0,384.4
471,3.6546,3.6546,291.3156,5092.460999999999,433.2944,0.0,2226.1449,343.842,2396.6606,1830.3045,3333.6703,0.0,172.9423,0.0,2576018,98541.15912000001,2.95,33.27592146,0.0,50054.0
472,2.0555,2.0555,268.1697,1271.1176,2733.0928,630.3430000000001,2009.2208,434.194,1112.0498,7451.8721,0.0,210.5758,0.0,0.0,4535520,98541.15912000001,4.723,0.040529089,0.0,336216.0
473,2.4112,212.987,0.0,0.0,0.0,5412.0836,0.0,3003.2813,348.0937,502.827,2639.5638,172.9423,3831.2681,0.0,4432736,1147447.071,4.368,0.040529089,0.0,207992.0
474,20.7735,20.7735,210.5758,291.3156,4881.8852,433.2944,0.0,2808.8697,148.55700000000002,2443.4148,1366.345,3363.4358,172.9423,0.0,22737056,2689.7227120000002,3.617,25.148605399999997,0.0,775662.0
475,44.1332,44.1332,4004.2104,898.5127,2009.2208,234.6573,348.0937,3003.2813,238.8828,5173.2008,0.0,0.0,0.0,210.5758,65075486,904.3969853,4.177,60.8040201,0.0,66494.0
476,343.842,2569.9869,148.55700000000002,434.194,2639.5638,2868.452,6516.8785,674.8337,0.0,268.1697,0.0,0.0,0.0,0.0,38363667,370.6118415,1.95,98.52242381,0.0,89166.0
477,47.4369,417.1819,2200.2419,148.55700000000002,434.194,7534.9762,3595.699,1396.1105,172.9423,0.0,0.0,268.1697,0.0,0.0,9952494,351519.1216,1.54,81.32838840000001,0.0,34174.0
478,14.7211,448.9151,778.9,1647.3469,5367.0184,709.7603,1098.1753,701.4641,5092.460999999999,291.3156,0.0,0.0,0.0,0.0,495517,6637.66515,3.795,100.0,0.0,63700.0
479,127.0254,1922.9293,1356.8339999999998,0.0,2639.5638,2868.452,6516.8785,674.8337,0.0,268.1697,0.0,0.0,0.0,0.0,22794284,577.3136562000001,1.51,78.3061168,0.0,63700.0
480,2009.2208,2009.2208,2435.1576,1396.1105,3783.0809,606.2367,4881.8852,559.4853,238.8828,210.5758,0.0,0.0,0.0,0.0,148689000,577.3136562000001,1.5519999999999998,70.91080371,11.86236303,8090136.2
481,0.4873,0.4873,0.0,821.6338,2647.4349,552.895,4827.8965,297.9352,1799.6394,5173.2008,0.0,0.0,0.0,0.0,6701851,1487.815862,6.712999999999999,100.0,0.0,3232.0
482,0.2015,0.2015,0.0,5383.7766,433.2944,2226.1449,492.399,438.4195,2243.8781,4461.6111,0.0,0.0,441.11199999999997,0.0,141925,77210.12101,3.2030000000000003,100.0,0.0,216.8
483,0.1099,0.1099,0.0,0.0,268.1697,1098.1753,762.1931,9759.558,840.9188,0.0,2466.996,924.6247,0.0,0.0,165570,40719.11615,4.956,100.0,0.0,1382.0
484,199.5367,434.194,148.55700000000002,2647.4349,4997.2734,709.7603,1098.1753,701.4641,5092.460999999999,291.3156,0.0,0.0,0.0,0.0,17378833,476.6093994,5.593999999999999,100.0,0.0,9770.0
485,2.6204,2.6204,0.0,2226.1449,1141.3943,234.6573,5606.4952,2639.5638,2435.1576,1569.0528,0.0,268.1697,0.0,0.0,8029725,476.6093994,6.322,95.72243346,0.0,92580.0
486,49.0749,2214.7238,987.0889999999999,0.0,2639.5638,2868.452,6516.8785,674.8337,0.0,268.1697,0.0,0.0,0.0,0.0,7646424,215937.6878,2.696,68.91306731,0.0,24760.0
487,0.1722,0.1722,0.0,1303.4198,148.55700000000002,4625.1918,3128.2207,1098.1753,210.5758,433.2944,4881.8852,291.3156,0.0,0.0,70763,215937.6878,2.696,97.22756592,0.0,406.7
488,0.447,0.447,0.0,776.0677,2591.4715,234.6573,5315.1796,2930.8794,2435.1576,1569.0528,268.1697,0.0,0.0,0.0,4331332,425189.1552,6.696000000000001,97.22756592,0.0,30788.0
489,32.3453,205.2876,0.0,3631.6055,1332.8326,2208.7575,731.2818,2226.1449,0.0,433.2944,5173.2008,210.5758,0.0,0.0,3230698,903695.4870000001,1.72,97.22756592,0.0,163.5
490,46.0458,2063.1377,701.452,434.194,2639.5638,2868.452,6516.8785,674.8337,0.0,268.1697,0.0,0.0,0.0,0.0,5305016,22508.62413,1.93,44.09865702,47.56370523,19220.0
491,12.8494,2029.9413,701.452,434.194,2639.5638,2868.452,6727.4543,464.2579,0.0,268.1697,0.0,0.0,0.0,0.0,1996498,22708.98311,1.33,40.10045366,32.16947505,11970.0
492,0.1429,0.1429,0.0,268.1697,1569.0528,2435.1576,2639.5638,724.61,5116.5425,930.8185,2436.7207,0.0,0.0,0.0,329953,2575.0580649999997,5.596,93.97926324,0.0,23128.0
